Time	Cycle	PC	Insn	Decoded instruction	Register and memory contents
           7000	         5	80000080	0000cf17	auipc	x30,0xc	 x30=0x8000c080
           8000	         6	80000084	c04f0f13	addi	x30,x30,-1020	 x30:0x8000c080 x30=0x8000bc84
           9000	         7	80000088	00000d97	auipc	x27,0x0	 x27=0x80000088
          10000	         8	8000008c	f78d8d93	addi	x27,x27,-136	 x27:0x80000088 x27=0x80000000
          11000	         9	80000090	001ded93	ori	x27,x27,1	 x27:0x80000000 x27=0x80000001
          12000	        10	80000094	305d9073	csrrw	x0,mtvec,x0	  x0:0x00000000  x0=0x00000000
          16000	        14	80000000	5a40106f	jal	x0,800015a4	  x0=0x00000000
          17000	        15	800015a4	340d1d73	csrrw	x26,mscratch,x26	 x26:0x00000000 x26=0x00000000
          18000	        16	800015a8	000f0d33	add	x26,x30,x0	 x30:0x8000bc84  x0:0x00000000 x26=0x8000bc84
          19000	        17	800015ac	f84d0d13	addi	x26,x26,-124	 x26:0x8000bc84 x26=0x8000bc08
          21000	        19	800015b0	001d2223	sw	x1,4(x26)	 x26:0x8000bc08  x1:0x00000000 PA:0x8000bc0c store:0x00000000 load:0x00000000
          23000	        21	800015b4	002d2423	sw	x2,8(x26)	 x26:0x8000bc08  x2:0x00000000 PA:0x8000bc10 store:0x00000000 load:0x00000000
          25000	        23	800015b8	003d2623	sw	x3,12(x26)	 x26:0x8000bc08  x3:0x00000000 PA:0x8000bc14 store:0x00000000 load:0x00000000
          27000	        25	800015bc	004d2823	sw	x4,16(x26)	 x26:0x8000bc08  x4:0x00000000 PA:0x8000bc18 store:0x00000000 load:0x00000000
          29000	        27	800015c0	005d2a23	sw	x5,20(x26)	 x26:0x8000bc08  x5:0x00000000 PA:0x8000bc1c store:0x00000000 load:0x00000000
          31000	        29	800015c4	006d2c23	sw	x6,24(x26)	 x26:0x8000bc08  x6:0x00000000 PA:0x8000bc20 store:0x00000000 load:0x00000000
          33000	        31	800015c8	007d2e23	sw	x7,28(x26)	 x26:0x8000bc08  x7:0x00000000 PA:0x8000bc24 store:0x00000000 load:0x00000000
          35000	        33	800015cc	028d2023	sw	x8,32(x26)	 x26:0x8000bc08  x8:0x00000000 PA:0x8000bc28 store:0x00000000 load:0x00000000
          37000	        35	800015d0	029d2223	sw	x9,36(x26)	 x26:0x8000bc08  x9:0x00000000 PA:0x8000bc2c store:0x00000000 load:0x00000000
          39000	        37	800015d4	02ad2423	sw	x10,40(x26)	 x26:0x8000bc08 x10:0x00000000 PA:0x8000bc30 store:0x00000000 load:0x00000000
          41000	        39	800015d8	02bd2623	sw	x11,44(x26)	 x26:0x8000bc08 x11:0x00000000 PA:0x8000bc34 store:0x00000000 load:0x00000000
          43000	        41	800015dc	02cd2823	sw	x12,48(x26)	 x26:0x8000bc08 x12:0x00000000 PA:0x8000bc38 store:0x00000000 load:0x00000000
          45000	        43	800015e0	02dd2a23	sw	x13,52(x26)	 x26:0x8000bc08 x13:0x00000000 PA:0x8000bc3c store:0x00000000 load:0x00000000
          47000	        45	800015e4	02ed2c23	sw	x14,56(x26)	 x26:0x8000bc08 x14:0x00000000 PA:0x8000bc40 store:0x00000000 load:0x00000000
          49000	        47	800015e8	02fd2e23	sw	x15,60(x26)	 x26:0x8000bc08 x15:0x00000000 PA:0x8000bc44 store:0x00000000 load:0x00000000
          51000	        49	800015ec	050d2023	sw	x16,64(x26)	 x26:0x8000bc08 x16:0x00000000 PA:0x8000bc48 store:0x00000000 load:0x00000000
          53000	        51	800015f0	051d2223	sw	x17,68(x26)	 x26:0x8000bc08 x17:0x00000000 PA:0x8000bc4c store:0x00000000 load:0x00000000
          55000	        53	800015f4	052d2423	sw	x18,72(x26)	 x26:0x8000bc08 x18:0x00000000 PA:0x8000bc50 store:0x00000000 load:0x00000000
          57000	        55	800015f8	053d2623	sw	x19,76(x26)	 x26:0x8000bc08 x19:0x00000000 PA:0x8000bc54 store:0x00000000 load:0x00000000
          59000	        57	800015fc	054d2823	sw	x20,80(x26)	 x26:0x8000bc08 x20:0x00000000 PA:0x8000bc58 store:0x00000000 load:0x00000000
          61000	        59	80001600	055d2a23	sw	x21,84(x26)	 x26:0x8000bc08 x21:0x00000000 PA:0x8000bc5c store:0x00000000 load:0x00000000
          63000	        61	80001604	056d2c23	sw	x22,88(x26)	 x26:0x8000bc08 x22:0x00000000 PA:0x8000bc60 store:0x00000000 load:0x00000000
          65000	        63	80001608	057d2e23	sw	x23,92(x26)	 x26:0x8000bc08 x23:0x00000000 PA:0x8000bc64 store:0x00000000 load:0x00000000
          67000	        65	8000160c	078d2023	sw	x24,96(x26)	 x26:0x8000bc08 x24:0x00000000 PA:0x8000bc68 store:0x00000000 load:0x00000000
          69000	        67	80001610	079d2223	sw	x25,100(x26)	 x26:0x8000bc08 x25:0x00000000 PA:0x8000bc6c store:0x00000000 load:0x00000000
          71000	        69	80001614	07ad2423	sw	x26,104(x26)	 x26:0x8000bc08 x26:0x8000bc08 PA:0x8000bc70 store:0x8000bc08 load:0x00000000
          73000	        71	80001618	07bd2623	sw	x27,108(x26)	 x26:0x8000bc08 x27:0x80000001 PA:0x8000bc74 store:0x80000001 load:0x00000000
          75000	        73	8000161c	07cd2823	sw	x28,112(x26)	 x26:0x8000bc08 x28:0x00000000 PA:0x8000bc78 store:0x00000000 load:0x00000000
          77000	        75	80001620	07dd2a23	sw	x29,116(x26)	 x26:0x8000bc08 x29:0x00000000 PA:0x8000bc7c store:0x00000000 load:0x00000000
          79000	        77	80001624	07ed2c23	sw	x30,120(x26)	 x26:0x8000bc08 x30:0x8000bc84 PA:0x8000bc80 store:0x8000bc84 load:0x00000000
          81000	        79	80001628	07fd2e23	sw	x31,124(x26)	 x26:0x8000bc08 x31:0x00000000 PA:0x8000bc84 store:0x00000000 load:0x00000000
          82000	        80	8000162c	34102df3	csrrs	x27,mepc,x0	  x0:0x00000000 x27=0x80000094
          83000	        81	80001630	34202df3	csrrs	x27,mcause,x0	  x0:0x00000000 x27=0x00000002
          84000	        82	80001634	442d	c.li	x8,11	  x8=0x0000000b
          85000	        83	80001636	008d8d63	beq	x27,x8,80001650	 x27:0x00000002  x8:0x0000000b
          86000	        84	8000163a	4409	c.li	x8,2	  x8=0x00000002
          88000	        86	8000163c	0a8d8563	beq	x27,x8,800016e6	 x27:0x00000002  x8:0x00000002
          91000	        89	800016e6	34102df3	csrrs	x27,mepc,x0	  x0:0x00000000 x27=0x80000094
          92000	        90	800016ea	0d91	c.addi	x27,4	 x27:0x80000094 x27=0x80000098
          93000	        91	800016ec	341d9073	csrrw	x0,mepc,x27	 x27:0x80000098  x0=0x00000000
          95000	        93	800016f0	004d2083	lw	x1,4(x26)	 x26:0x8000bc08  x1=0x00000000 PA:0x8000bc0c load:0x00000000
          97000	        95	800016f4	008d2103	lw	x2,8(x26)	 x26:0x8000bc08  x2=0x00000000 PA:0x8000bc10 load:0x00000000
          99000	        97	800016f8	00cd2183	lw	x3,12(x26)	 x26:0x8000bc08  x3=0x00000000 PA:0x8000bc14 load:0x00000000
         101000	        99	800016fc	010d2203	lw	x4,16(x26)	 x26:0x8000bc08  x4=0x00000000 PA:0x8000bc18 load:0x00000000
         103000	       101	80001700	014d2283	lw	x5,20(x26)	 x26:0x8000bc08  x5=0x00000000 PA:0x8000bc1c load:0x00000000
         105000	       103	80001704	018d2303	lw	x6,24(x26)	 x26:0x8000bc08  x6=0x00000000 PA:0x8000bc20 load:0x00000000
         107000	       105	80001708	01cd2383	lw	x7,28(x26)	 x26:0x8000bc08  x7=0x00000000 PA:0x8000bc24 load:0x00000000
         109000	       107	8000170c	020d2403	lw	x8,32(x26)	 x26:0x8000bc08  x8=0x00000000 PA:0x8000bc28 load:0x00000000
         111000	       109	80001710	024d2483	lw	x9,36(x26)	 x26:0x8000bc08  x9=0x00000000 PA:0x8000bc2c load:0x00000000
         113000	       111	80001714	028d2503	lw	x10,40(x26)	 x26:0x8000bc08 x10=0x00000000 PA:0x8000bc30 load:0x00000000
         115000	       113	80001718	02cd2583	lw	x11,44(x26)	 x26:0x8000bc08 x11=0x00000000 PA:0x8000bc34 load:0x00000000
         117000	       115	8000171c	030d2603	lw	x12,48(x26)	 x26:0x8000bc08 x12=0x00000000 PA:0x8000bc38 load:0x00000000
         119000	       117	80001720	034d2683	lw	x13,52(x26)	 x26:0x8000bc08 x13=0x00000000 PA:0x8000bc3c load:0x00000000
         121000	       119	80001724	038d2703	lw	x14,56(x26)	 x26:0x8000bc08 x14=0x00000000 PA:0x8000bc40 load:0x00000000
         123000	       121	80001728	03cd2783	lw	x15,60(x26)	 x26:0x8000bc08 x15=0x00000000 PA:0x8000bc44 load:0x00000000
         125000	       123	8000172c	040d2803	lw	x16,64(x26)	 x26:0x8000bc08 x16=0x00000000 PA:0x8000bc48 load:0x00000000
         127000	       125	80001730	044d2883	lw	x17,68(x26)	 x26:0x8000bc08 x17=0x00000000 PA:0x8000bc4c load:0x00000000
         129000	       127	80001734	048d2903	lw	x18,72(x26)	 x26:0x8000bc08 x18=0x00000000 PA:0x8000bc50 load:0x00000000
         131000	       129	80001738	04cd2983	lw	x19,76(x26)	 x26:0x8000bc08 x19=0x00000000 PA:0x8000bc54 load:0x00000000
         133000	       131	8000173c	050d2a03	lw	x20,80(x26)	 x26:0x8000bc08 x20=0x00000000 PA:0x8000bc58 load:0x00000000
         135000	       133	80001740	054d2a83	lw	x21,84(x26)	 x26:0x8000bc08 x21=0x00000000 PA:0x8000bc5c load:0x00000000
         137000	       135	80001744	058d2b03	lw	x22,88(x26)	 x26:0x8000bc08 x22=0x00000000 PA:0x8000bc60 load:0x00000000
         139000	       137	80001748	05cd2b83	lw	x23,92(x26)	 x26:0x8000bc08 x23=0x00000000 PA:0x8000bc64 load:0x00000000
         141000	       139	8000174c	060d2c03	lw	x24,96(x26)	 x26:0x8000bc08 x24=0x00000000 PA:0x8000bc68 load:0x00000000
         143000	       141	80001750	064d2c83	lw	x25,100(x26)	 x26:0x8000bc08 x25=0x00000000 PA:0x8000bc6c load:0x00000000
         145000	       143	80001754	068d2d03	lw	x26,104(x26)	 x26:0x8000bc08 x26=0x8000bc08 PA:0x8000bc70 load:0x8000bc08
         147000	       145	80001758	06cd2d83	lw	x27,108(x26)	 x26:0x8000bc08 x27=0x80000001 PA:0x8000bc74 load:0x80000001
         149000	       147	8000175c	070d2e03	lw	x28,112(x26)	 x26:0x8000bc08 x28=0x00000000 PA:0x8000bc78 load:0x00000000
         151000	       149	80001760	074d2e83	lw	x29,116(x26)	 x26:0x8000bc08 x29=0x00000000 PA:0x8000bc7c load:0x00000000
         153000	       151	80001764	078d2f03	lw	x30,120(x26)	 x26:0x8000bc08 x30=0x8000bc84 PA:0x8000bc80 load:0x8000bc84
         155000	       153	80001768	07cd2f83	lw	x31,124(x26)	 x26:0x8000bc08 x31=0x00000000 PA:0x8000bc84 load:0x00000000
         156000	       154	8000176c	07cd0d13	addi	x26,x26,124	 x26:0x8000bc08 x26=0x8000bc84
         157000	       155	80001770	000d0f33	add	x30,x26,x0	 x26:0x8000bc84  x0:0x00000000 x30=0x8000bc84
         158000	       156	80001774	340d1d73	csrrw	x26,mscratch,x26	 x26:0x8000bc84 x26=0x00000000
         159000	       157	80001778	30200073	mret	
         162000	       160	80000098	00000d97	auipc	x27,0x0	 x27=0x80000098
         163000	       161	8000009c	020d8d93	addi	x27,x27,32	 x27:0x80000098 x27=0x800000b8
         164000	       162	800000a0	341d9073	csrrw	x0,mepc,x0	  x0:0x00000000  x0=0x00000000
         168000	       166	80000000	5a40106f	jal	x0,800015a4	  x0=0x00000000
         169000	       167	800015a4	340d1d73	csrrw	x26,mscratch,x26	 x26:0x00000000 x26=0x8000bc84
         170000	       168	800015a8	000f0d33	add	x26,x30,x0	 x30:0x8000bc84  x0:0x00000000 x26=0x8000bc84
         171000	       169	800015ac	f84d0d13	addi	x26,x26,-124	 x26:0x8000bc84 x26=0x8000bc08
         173000	       171	800015b0	001d2223	sw	x1,4(x26)	 x26:0x8000bc08  x1:0x00000000 PA:0x8000bc0c store:0x00000000 load:0x00000000
         175000	       173	800015b4	002d2423	sw	x2,8(x26)	 x26:0x8000bc08  x2:0x00000000 PA:0x8000bc10 store:0x00000000 load:0x00000000
         177000	       175	800015b8	003d2623	sw	x3,12(x26)	 x26:0x8000bc08  x3:0x00000000 PA:0x8000bc14 store:0x00000000 load:0x00000000
         179000	       177	800015bc	004d2823	sw	x4,16(x26)	 x26:0x8000bc08  x4:0x00000000 PA:0x8000bc18 store:0x00000000 load:0x00000000
         181000	       179	800015c0	005d2a23	sw	x5,20(x26)	 x26:0x8000bc08  x5:0x00000000 PA:0x8000bc1c store:0x00000000 load:0x00000000
         183000	       181	800015c4	006d2c23	sw	x6,24(x26)	 x26:0x8000bc08  x6:0x00000000 PA:0x8000bc20 store:0x00000000 load:0x00000000
         185000	       183	800015c8	007d2e23	sw	x7,28(x26)	 x26:0x8000bc08  x7:0x00000000 PA:0x8000bc24 store:0x00000000 load:0x00000000
         187000	       185	800015cc	028d2023	sw	x8,32(x26)	 x26:0x8000bc08  x8:0x00000000 PA:0x8000bc28 store:0x00000000 load:0x00000000
         189000	       187	800015d0	029d2223	sw	x9,36(x26)	 x26:0x8000bc08  x9:0x00000000 PA:0x8000bc2c store:0x00000000 load:0x00000000
         191000	       189	800015d4	02ad2423	sw	x10,40(x26)	 x26:0x8000bc08 x10:0x00000000 PA:0x8000bc30 store:0x00000000 load:0x00000000
         193000	       191	800015d8	02bd2623	sw	x11,44(x26)	 x26:0x8000bc08 x11:0x00000000 PA:0x8000bc34 store:0x00000000 load:0x00000000
         195000	       193	800015dc	02cd2823	sw	x12,48(x26)	 x26:0x8000bc08 x12:0x00000000 PA:0x8000bc38 store:0x00000000 load:0x00000000
         197000	       195	800015e0	02dd2a23	sw	x13,52(x26)	 x26:0x8000bc08 x13:0x00000000 PA:0x8000bc3c store:0x00000000 load:0x00000000
         199000	       197	800015e4	02ed2c23	sw	x14,56(x26)	 x26:0x8000bc08 x14:0x00000000 PA:0x8000bc40 store:0x00000000 load:0x00000000
         201000	       199	800015e8	02fd2e23	sw	x15,60(x26)	 x26:0x8000bc08 x15:0x00000000 PA:0x8000bc44 store:0x00000000 load:0x00000000
         203000	       201	800015ec	050d2023	sw	x16,64(x26)	 x26:0x8000bc08 x16:0x00000000 PA:0x8000bc48 store:0x00000000 load:0x00000000
         205000	       203	800015f0	051d2223	sw	x17,68(x26)	 x26:0x8000bc08 x17:0x00000000 PA:0x8000bc4c store:0x00000000 load:0x00000000
         207000	       205	800015f4	052d2423	sw	x18,72(x26)	 x26:0x8000bc08 x18:0x00000000 PA:0x8000bc50 store:0x00000000 load:0x00000000
         209000	       207	800015f8	053d2623	sw	x19,76(x26)	 x26:0x8000bc08 x19:0x00000000 PA:0x8000bc54 store:0x00000000 load:0x00000000
         211000	       209	800015fc	054d2823	sw	x20,80(x26)	 x26:0x8000bc08 x20:0x00000000 PA:0x8000bc58 store:0x00000000 load:0x00000000
         213000	       211	80001600	055d2a23	sw	x21,84(x26)	 x26:0x8000bc08 x21:0x00000000 PA:0x8000bc5c store:0x00000000 load:0x00000000
         215000	       213	80001604	056d2c23	sw	x22,88(x26)	 x26:0x8000bc08 x22:0x00000000 PA:0x8000bc60 store:0x00000000 load:0x00000000
         217000	       215	80001608	057d2e23	sw	x23,92(x26)	 x26:0x8000bc08 x23:0x00000000 PA:0x8000bc64 store:0x00000000 load:0x00000000
         219000	       217	8000160c	078d2023	sw	x24,96(x26)	 x26:0x8000bc08 x24:0x00000000 PA:0x8000bc68 store:0x00000000 load:0x00000000
         221000	       219	80001610	079d2223	sw	x25,100(x26)	 x26:0x8000bc08 x25:0x00000000 PA:0x8000bc6c store:0x00000000 load:0x00000000
         223000	       221	80001614	07ad2423	sw	x26,104(x26)	 x26:0x8000bc08 x26:0x8000bc08 PA:0x8000bc70 store:0x8000bc08 load:0x00000000
         225000	       223	80001618	07bd2623	sw	x27,108(x26)	 x26:0x8000bc08 x27:0x800000b8 PA:0x8000bc74 store:0x800000b8 load:0x00000000
         227000	       225	8000161c	07cd2823	sw	x28,112(x26)	 x26:0x8000bc08 x28:0x00000000 PA:0x8000bc78 store:0x00000000 load:0x00000000
         229000	       227	80001620	07dd2a23	sw	x29,116(x26)	 x26:0x8000bc08 x29:0x00000000 PA:0x8000bc7c store:0x00000000 load:0x00000000
         231000	       229	80001624	07ed2c23	sw	x30,120(x26)	 x26:0x8000bc08 x30:0x8000bc84 PA:0x8000bc80 store:0x8000bc84 load:0x00000000
         233000	       231	80001628	07fd2e23	sw	x31,124(x26)	 x26:0x8000bc08 x31:0x00000000 PA:0x8000bc84 store:0x00000000 load:0x00000000
         234000	       232	8000162c	34102df3	csrrs	x27,mepc,x0	  x0:0x00000000 x27=0x800000a0
         235000	       233	80001630	34202df3	csrrs	x27,mcause,x0	  x0:0x00000000 x27=0x00000002
         236000	       234	80001634	442d	c.li	x8,11	  x8=0x0000000b
         237000	       235	80001636	008d8d63	beq	x27,x8,80001650	 x27:0x00000002  x8:0x0000000b
         238000	       236	8000163a	4409	c.li	x8,2	  x8=0x00000002
         240000	       238	8000163c	0a8d8563	beq	x27,x8,800016e6	 x27:0x00000002  x8:0x00000002
         243000	       241	800016e6	34102df3	csrrs	x27,mepc,x0	  x0:0x00000000 x27=0x800000a0
         244000	       242	800016ea	0d91	c.addi	x27,4	 x27:0x800000a0 x27=0x800000a4
         245000	       243	800016ec	341d9073	csrrw	x0,mepc,x27	 x27:0x800000a4  x0=0x00000000
         247000	       245	800016f0	004d2083	lw	x1,4(x26)	 x26:0x8000bc08  x1=0x00000000 PA:0x8000bc0c load:0x00000000
         249000	       247	800016f4	008d2103	lw	x2,8(x26)	 x26:0x8000bc08  x2=0x00000000 PA:0x8000bc10 load:0x00000000
         251000	       249	800016f8	00cd2183	lw	x3,12(x26)	 x26:0x8000bc08  x3=0x00000000 PA:0x8000bc14 load:0x00000000
         253000	       251	800016fc	010d2203	lw	x4,16(x26)	 x26:0x8000bc08  x4=0x00000000 PA:0x8000bc18 load:0x00000000
         255000	       253	80001700	014d2283	lw	x5,20(x26)	 x26:0x8000bc08  x5=0x00000000 PA:0x8000bc1c load:0x00000000
         257000	       255	80001704	018d2303	lw	x6,24(x26)	 x26:0x8000bc08  x6=0x00000000 PA:0x8000bc20 load:0x00000000
         259000	       257	80001708	01cd2383	lw	x7,28(x26)	 x26:0x8000bc08  x7=0x00000000 PA:0x8000bc24 load:0x00000000
         261000	       259	8000170c	020d2403	lw	x8,32(x26)	 x26:0x8000bc08  x8=0x00000000 PA:0x8000bc28 load:0x00000000
         263000	       261	80001710	024d2483	lw	x9,36(x26)	 x26:0x8000bc08  x9=0x00000000 PA:0x8000bc2c load:0x00000000
         265000	       263	80001714	028d2503	lw	x10,40(x26)	 x26:0x8000bc08 x10=0x00000000 PA:0x8000bc30 load:0x00000000
         267000	       265	80001718	02cd2583	lw	x11,44(x26)	 x26:0x8000bc08 x11=0x00000000 PA:0x8000bc34 load:0x00000000
         269000	       267	8000171c	030d2603	lw	x12,48(x26)	 x26:0x8000bc08 x12=0x00000000 PA:0x8000bc38 load:0x00000000
         271000	       269	80001720	034d2683	lw	x13,52(x26)	 x26:0x8000bc08 x13=0x00000000 PA:0x8000bc3c load:0x00000000
         273000	       271	80001724	038d2703	lw	x14,56(x26)	 x26:0x8000bc08 x14=0x00000000 PA:0x8000bc40 load:0x00000000
         275000	       273	80001728	03cd2783	lw	x15,60(x26)	 x26:0x8000bc08 x15=0x00000000 PA:0x8000bc44 load:0x00000000
         277000	       275	8000172c	040d2803	lw	x16,64(x26)	 x26:0x8000bc08 x16=0x00000000 PA:0x8000bc48 load:0x00000000
         279000	       277	80001730	044d2883	lw	x17,68(x26)	 x26:0x8000bc08 x17=0x00000000 PA:0x8000bc4c load:0x00000000
         281000	       279	80001734	048d2903	lw	x18,72(x26)	 x26:0x8000bc08 x18=0x00000000 PA:0x8000bc50 load:0x00000000
         283000	       281	80001738	04cd2983	lw	x19,76(x26)	 x26:0x8000bc08 x19=0x00000000 PA:0x8000bc54 load:0x00000000
         285000	       283	8000173c	050d2a03	lw	x20,80(x26)	 x26:0x8000bc08 x20=0x00000000 PA:0x8000bc58 load:0x00000000
         287000	       285	80001740	054d2a83	lw	x21,84(x26)	 x26:0x8000bc08 x21=0x00000000 PA:0x8000bc5c load:0x00000000
         289000	       287	80001744	058d2b03	lw	x22,88(x26)	 x26:0x8000bc08 x22=0x00000000 PA:0x8000bc60 load:0x00000000
         291000	       289	80001748	05cd2b83	lw	x23,92(x26)	 x26:0x8000bc08 x23=0x00000000 PA:0x8000bc64 load:0x00000000
         293000	       291	8000174c	060d2c03	lw	x24,96(x26)	 x26:0x8000bc08 x24=0x00000000 PA:0x8000bc68 load:0x00000000
         295000	       293	80001750	064d2c83	lw	x25,100(x26)	 x26:0x8000bc08 x25=0x00000000 PA:0x8000bc6c load:0x00000000
         297000	       295	80001754	068d2d03	lw	x26,104(x26)	 x26:0x8000bc08 x26=0x8000bc08 PA:0x8000bc70 load:0x8000bc08
         299000	       297	80001758	06cd2d83	lw	x27,108(x26)	 x26:0x8000bc08 x27=0x800000b8 PA:0x8000bc74 load:0x800000b8
         301000	       299	8000175c	070d2e03	lw	x28,112(x26)	 x26:0x8000bc08 x28=0x00000000 PA:0x8000bc78 load:0x00000000
         303000	       301	80001760	074d2e83	lw	x29,116(x26)	 x26:0x8000bc08 x29=0x00000000 PA:0x8000bc7c load:0x00000000
         305000	       303	80001764	078d2f03	lw	x30,120(x26)	 x26:0x8000bc08 x30=0x8000bc84 PA:0x8000bc80 load:0x8000bc84
         307000	       305	80001768	07cd2f83	lw	x31,124(x26)	 x26:0x8000bc08 x31=0x00000000 PA:0x8000bc84 load:0x00000000
         308000	       306	8000176c	07cd0d13	addi	x26,x26,124	 x26:0x8000bc08 x26=0x8000bc84
         309000	       307	80001770	000d0f33	add	x30,x26,x0	 x26:0x8000bc84  x0:0x00000000 x30=0x8000bc84
         310000	       308	80001774	340d1d73	csrrw	x26,mscratch,x26	 x26:0x8000bc84 x26=0x00000000
         311000	       309	80001778	30200073	mret	
         314000	       312	800000a4	6d89	c.lui	x27,0x2	 x27=0x00002000
         315000	       313	800000a6	e00d8d93	addi	x27,x27,-512	 x27:0x00002000 x27=0x00001e00
         316000	       314	800000aa	300d9073	csrrw	x0,mstatus,x0	  x0:0x00000000  x0=0x00000000
         320000	       318	80000000	5a40106f	jal	x0,800015a4	  x0=0x00000000
         321000	       319	800015a4	340d1d73	csrrw	x26,mscratch,x26	 x26:0x00000000 x26=0x8000bc84
         322000	       320	800015a8	000f0d33	add	x26,x30,x0	 x30:0x8000bc84  x0:0x00000000 x26=0x8000bc84
         323000	       321	800015ac	f84d0d13	addi	x26,x26,-124	 x26:0x8000bc84 x26=0x8000bc08
         325000	       323	800015b0	001d2223	sw	x1,4(x26)	 x26:0x8000bc08  x1:0x00000000 PA:0x8000bc0c store:0x00000000 load:0x00000000
         327000	       325	800015b4	002d2423	sw	x2,8(x26)	 x26:0x8000bc08  x2:0x00000000 PA:0x8000bc10 store:0x00000000 load:0x00000000
         329000	       327	800015b8	003d2623	sw	x3,12(x26)	 x26:0x8000bc08  x3:0x00000000 PA:0x8000bc14 store:0x00000000 load:0x00000000
         331000	       329	800015bc	004d2823	sw	x4,16(x26)	 x26:0x8000bc08  x4:0x00000000 PA:0x8000bc18 store:0x00000000 load:0x00000000
         333000	       331	800015c0	005d2a23	sw	x5,20(x26)	 x26:0x8000bc08  x5:0x00000000 PA:0x8000bc1c store:0x00000000 load:0x00000000
         335000	       333	800015c4	006d2c23	sw	x6,24(x26)	 x26:0x8000bc08  x6:0x00000000 PA:0x8000bc20 store:0x00000000 load:0x00000000
         337000	       335	800015c8	007d2e23	sw	x7,28(x26)	 x26:0x8000bc08  x7:0x00000000 PA:0x8000bc24 store:0x00000000 load:0x00000000
         339000	       337	800015cc	028d2023	sw	x8,32(x26)	 x26:0x8000bc08  x8:0x00000000 PA:0x8000bc28 store:0x00000000 load:0x00000000
         341000	       339	800015d0	029d2223	sw	x9,36(x26)	 x26:0x8000bc08  x9:0x00000000 PA:0x8000bc2c store:0x00000000 load:0x00000000
         343000	       341	800015d4	02ad2423	sw	x10,40(x26)	 x26:0x8000bc08 x10:0x00000000 PA:0x8000bc30 store:0x00000000 load:0x00000000
         345000	       343	800015d8	02bd2623	sw	x11,44(x26)	 x26:0x8000bc08 x11:0x00000000 PA:0x8000bc34 store:0x00000000 load:0x00000000
         347000	       345	800015dc	02cd2823	sw	x12,48(x26)	 x26:0x8000bc08 x12:0x00000000 PA:0x8000bc38 store:0x00000000 load:0x00000000
         349000	       347	800015e0	02dd2a23	sw	x13,52(x26)	 x26:0x8000bc08 x13:0x00000000 PA:0x8000bc3c store:0x00000000 load:0x00000000
         351000	       349	800015e4	02ed2c23	sw	x14,56(x26)	 x26:0x8000bc08 x14:0x00000000 PA:0x8000bc40 store:0x00000000 load:0x00000000
         353000	       351	800015e8	02fd2e23	sw	x15,60(x26)	 x26:0x8000bc08 x15:0x00000000 PA:0x8000bc44 store:0x00000000 load:0x00000000
         355000	       353	800015ec	050d2023	sw	x16,64(x26)	 x26:0x8000bc08 x16:0x00000000 PA:0x8000bc48 store:0x00000000 load:0x00000000
         357000	       355	800015f0	051d2223	sw	x17,68(x26)	 x26:0x8000bc08 x17:0x00000000 PA:0x8000bc4c store:0x00000000 load:0x00000000
         359000	       357	800015f4	052d2423	sw	x18,72(x26)	 x26:0x8000bc08 x18:0x00000000 PA:0x8000bc50 store:0x00000000 load:0x00000000
         361000	       359	800015f8	053d2623	sw	x19,76(x26)	 x26:0x8000bc08 x19:0x00000000 PA:0x8000bc54 store:0x00000000 load:0x00000000
         363000	       361	800015fc	054d2823	sw	x20,80(x26)	 x26:0x8000bc08 x20:0x00000000 PA:0x8000bc58 store:0x00000000 load:0x00000000
         365000	       363	80001600	055d2a23	sw	x21,84(x26)	 x26:0x8000bc08 x21:0x00000000 PA:0x8000bc5c store:0x00000000 load:0x00000000
         367000	       365	80001604	056d2c23	sw	x22,88(x26)	 x26:0x8000bc08 x22:0x00000000 PA:0x8000bc60 store:0x00000000 load:0x00000000
         369000	       367	80001608	057d2e23	sw	x23,92(x26)	 x26:0x8000bc08 x23:0x00000000 PA:0x8000bc64 store:0x00000000 load:0x00000000
         371000	       369	8000160c	078d2023	sw	x24,96(x26)	 x26:0x8000bc08 x24:0x00000000 PA:0x8000bc68 store:0x00000000 load:0x00000000
         373000	       371	80001610	079d2223	sw	x25,100(x26)	 x26:0x8000bc08 x25:0x00000000 PA:0x8000bc6c store:0x00000000 load:0x00000000
         375000	       373	80001614	07ad2423	sw	x26,104(x26)	 x26:0x8000bc08 x26:0x8000bc08 PA:0x8000bc70 store:0x8000bc08 load:0x00000000
         377000	       375	80001618	07bd2623	sw	x27,108(x26)	 x26:0x8000bc08 x27:0x00001e00 PA:0x8000bc74 store:0x00001e00 load:0x00000000
         379000	       377	8000161c	07cd2823	sw	x28,112(x26)	 x26:0x8000bc08 x28:0x00000000 PA:0x8000bc78 store:0x00000000 load:0x00000000
         381000	       379	80001620	07dd2a23	sw	x29,116(x26)	 x26:0x8000bc08 x29:0x00000000 PA:0x8000bc7c store:0x00000000 load:0x00000000
         383000	       381	80001624	07ed2c23	sw	x30,120(x26)	 x26:0x8000bc08 x30:0x8000bc84 PA:0x8000bc80 store:0x8000bc84 load:0x00000000
         385000	       383	80001628	07fd2e23	sw	x31,124(x26)	 x26:0x8000bc08 x31:0x00000000 PA:0x8000bc84 store:0x00000000 load:0x00000000
         386000	       384	8000162c	34102df3	csrrs	x27,mepc,x0	  x0:0x00000000 x27=0x800000aa
