Time	Cycle	PC	Insn	Decoded instruction	Register and memory contents
           7000	         5	80000080	0000ca17	auipc	x20,0xc	 x20=0x8000c080
           8000	         6	80000084	c04a0a13	addi	x20,x20,-1020	 x20:0x8000c080 x20=0x8000bc84
           9000	         7	80000088	00000f97	auipc	x31,0x0	 x31=0x80000088
          10000	         8	8000008c	f78f8f93	addi	x31,x31,-136	 x31:0x80000088 x31=0x80000000
          11000	         9	80000090	001fef93	ori	x31,x31,1	 x31:0x80000000 x31=0x80000001
          12000	        10	80000094	305f9073	csrrw	x0,mtvec,x0	  x0:0x00000000  x0=0x00000000
          16000	        14	80000000	6640106f	jal	x0,80001664	  x0=0x00000000
          17000	        15	80001664	340d9df3	csrrw	x27,mscratch,x27	 x27:0x00000000 x27=0x00000000
          18000	        16	80001668	000a0db3	add	x27,x20,x0	 x20:0x8000bc84  x0:0x00000000 x27=0x8000bc84
          19000	        17	8000166c	f84d8d93	addi	x27,x27,-124	 x27:0x8000bc84 x27=0x8000bc08
          21000	        19	80001670	001da223	sw	x1,4(x27)	 x27:0x8000bc08  x1:0x00000000 PA:0x8000bc0c store:0x00000000 load:0x00000000
          23000	        21	80001674	002da423	sw	x2,8(x27)	 x27:0x8000bc08  x2:0x00000000 PA:0x8000bc10 store:0x00000000 load:0x00000000
          25000	        23	80001678	003da623	sw	x3,12(x27)	 x27:0x8000bc08  x3:0x00000000 PA:0x8000bc14 store:0x00000000 load:0x00000000
          27000	        25	8000167c	004da823	sw	x4,16(x27)	 x27:0x8000bc08  x4:0x00000000 PA:0x8000bc18 store:0x00000000 load:0x00000000
          29000	        27	80001680	005daa23	sw	x5,20(x27)	 x27:0x8000bc08  x5:0x00000000 PA:0x8000bc1c store:0x00000000 load:0x00000000
          31000	        29	80001684	006dac23	sw	x6,24(x27)	 x27:0x8000bc08  x6:0x00000000 PA:0x8000bc20 store:0x00000000 load:0x00000000
          33000	        31	80001688	007dae23	sw	x7,28(x27)	 x27:0x8000bc08  x7:0x00000000 PA:0x8000bc24 store:0x00000000 load:0x00000000
          35000	        33	8000168c	028da023	sw	x8,32(x27)	 x27:0x8000bc08  x8:0x00000000 PA:0x8000bc28 store:0x00000000 load:0x00000000
          37000	        35	80001690	029da223	sw	x9,36(x27)	 x27:0x8000bc08  x9:0x00000000 PA:0x8000bc2c store:0x00000000 load:0x00000000
          39000	        37	80001694	02ada423	sw	x10,40(x27)	 x27:0x8000bc08 x10:0x00000000 PA:0x8000bc30 store:0x00000000 load:0x00000000
          41000	        39	80001698	02bda623	sw	x11,44(x27)	 x27:0x8000bc08 x11:0x00000000 PA:0x8000bc34 store:0x00000000 load:0x00000000
          43000	        41	8000169c	02cda823	sw	x12,48(x27)	 x27:0x8000bc08 x12:0x00000000 PA:0x8000bc38 store:0x00000000 load:0x00000000
          45000	        43	800016a0	02ddaa23	sw	x13,52(x27)	 x27:0x8000bc08 x13:0x00000000 PA:0x8000bc3c store:0x00000000 load:0x00000000
          47000	        45	800016a4	02edac23	sw	x14,56(x27)	 x27:0x8000bc08 x14:0x00000000 PA:0x8000bc40 store:0x00000000 load:0x00000000
          49000	        47	800016a8	02fdae23	sw	x15,60(x27)	 x27:0x8000bc08 x15:0x00000000 PA:0x8000bc44 store:0x00000000 load:0x00000000
          51000	        49	800016ac	050da023	sw	x16,64(x27)	 x27:0x8000bc08 x16:0x00000000 PA:0x8000bc48 store:0x00000000 load:0x00000000
          53000	        51	800016b0	051da223	sw	x17,68(x27)	 x27:0x8000bc08 x17:0x00000000 PA:0x8000bc4c store:0x00000000 load:0x00000000
          55000	        53	800016b4	052da423	sw	x18,72(x27)	 x27:0x8000bc08 x18:0x00000000 PA:0x8000bc50 store:0x00000000 load:0x00000000
          57000	        55	800016b8	053da623	sw	x19,76(x27)	 x27:0x8000bc08 x19:0x00000000 PA:0x8000bc54 store:0x00000000 load:0x00000000
          59000	        57	800016bc	054da823	sw	x20,80(x27)	 x27:0x8000bc08 x20:0x8000bc84 PA:0x8000bc58 store:0x8000bc84 load:0x00000000
          61000	        59	800016c0	055daa23	sw	x21,84(x27)	 x27:0x8000bc08 x21:0x00000000 PA:0x8000bc5c store:0x00000000 load:0x00000000
          63000	        61	800016c4	056dac23	sw	x22,88(x27)	 x27:0x8000bc08 x22:0x00000000 PA:0x8000bc60 store:0x00000000 load:0x00000000
          65000	        63	800016c8	057dae23	sw	x23,92(x27)	 x27:0x8000bc08 x23:0x00000000 PA:0x8000bc64 store:0x00000000 load:0x00000000
          67000	        65	800016cc	078da023	sw	x24,96(x27)	 x27:0x8000bc08 x24:0x00000000 PA:0x8000bc68 store:0x00000000 load:0x00000000
          69000	        67	800016d0	079da223	sw	x25,100(x27)	 x27:0x8000bc08 x25:0x00000000 PA:0x8000bc6c store:0x00000000 load:0x00000000
          71000	        69	800016d4	07ada423	sw	x26,104(x27)	 x27:0x8000bc08 x26:0x00000000 PA:0x8000bc70 store:0x00000000 load:0x00000000
          73000	        71	800016d8	07bda623	sw	x27,108(x27)	 x27:0x8000bc08 x27:0x8000bc08 PA:0x8000bc74 store:0x8000bc08 load:0x00000000
          75000	        73	800016dc	07cda823	sw	x28,112(x27)	 x27:0x8000bc08 x28:0x00000000 PA:0x8000bc78 store:0x00000000 load:0x00000000
          77000	        75	800016e0	07ddaa23	sw	x29,116(x27)	 x27:0x8000bc08 x29:0x00000000 PA:0x8000bc7c store:0x00000000 load:0x00000000
          79000	        77	800016e4	07edac23	sw	x30,120(x27)	 x27:0x8000bc08 x30:0x00000000 PA:0x8000bc80 store:0x00000000 load:0x00000000
          81000	        79	800016e8	07fdae23	sw	x31,124(x27)	 x27:0x8000bc08 x31:0x80000001 PA:0x8000bc84 store:0x80000001 load:0x00000000
          82000	        80	800016ec	34102ff3	csrrs	x31,mepc,x0	  x0:0x00000000 x31=0x80000094
          83000	        81	800016f0	34202ff3	csrrs	x31,mcause,x0	  x0:0x00000000 x31=0x00000002
          84000	        82	800016f4	492d	c.li	x18,11	 x18=0x0000000b
          85000	        83	800016f6	012f8d63	beq	x31,x18,80001710	 x31:0x00000002 x18:0x0000000b
          86000	        84	800016fa	4909	c.li	x18,2	 x18=0x00000002
          88000	        86	800016fc	0b2f8463	beq	x31,x18,800017a4	 x31:0x00000002 x18:0x00000002
          90000	        88	800017a4	34102ff3	csrrs	x31,mepc,x0	  x0:0x00000000 x31=0x80000094
          91000	        89	800017a8	0f91	c.addi	x31,4	 x31:0x80000094 x31=0x80000098
          92000	        90	800017aa	341f9073	csrrw	x0,mepc,x31	 x31:0x80000098  x0=0x00000000
          94000	        92	800017ae	004da083	lw	x1,4(x27)	 x27:0x8000bc08  x1=0x00000000 PA:0x8000bc0c load:0x00000000
          96000	        94	800017b2	008da103	lw	x2,8(x27)	 x27:0x8000bc08  x2=0x00000000 PA:0x8000bc10 load:0x00000000
          98000	        96	800017b6	00cda183	lw	x3,12(x27)	 x27:0x8000bc08  x3=0x00000000 PA:0x8000bc14 load:0x00000000
         100000	        98	800017ba	010da203	lw	x4,16(x27)	 x27:0x8000bc08  x4=0x00000000 PA:0x8000bc18 load:0x00000000
         102000	       100	800017be	014da283	lw	x5,20(x27)	 x27:0x8000bc08  x5=0x00000000 PA:0x8000bc1c load:0x00000000
         104000	       102	800017c2	018da303	lw	x6,24(x27)	 x27:0x8000bc08  x6=0x00000000 PA:0x8000bc20 load:0x00000000
         106000	       104	800017c6	01cda383	lw	x7,28(x27)	 x27:0x8000bc08  x7=0x00000000 PA:0x8000bc24 load:0x00000000
         108000	       106	800017ca	020da403	lw	x8,32(x27)	 x27:0x8000bc08  x8=0x00000000 PA:0x8000bc28 load:0x00000000
         110000	       108	800017ce	024da483	lw	x9,36(x27)	 x27:0x8000bc08  x9=0x00000000 PA:0x8000bc2c load:0x00000000
         112000	       110	800017d2	028da503	lw	x10,40(x27)	 x27:0x8000bc08 x10=0x00000000 PA:0x8000bc30 load:0x00000000
         114000	       112	800017d6	02cda583	lw	x11,44(x27)	 x27:0x8000bc08 x11=0x00000000 PA:0x8000bc34 load:0x00000000
         116000	       114	800017da	030da603	lw	x12,48(x27)	 x27:0x8000bc08 x12=0x00000000 PA:0x8000bc38 load:0x00000000
         118000	       116	800017de	034da683	lw	x13,52(x27)	 x27:0x8000bc08 x13=0x00000000 PA:0x8000bc3c load:0x00000000
         120000	       118	800017e2	038da703	lw	x14,56(x27)	 x27:0x8000bc08 x14=0x00000000 PA:0x8000bc40 load:0x00000000
         122000	       120	800017e6	03cda783	lw	x15,60(x27)	 x27:0x8000bc08 x15=0x00000000 PA:0x8000bc44 load:0x00000000
         124000	       122	800017ea	040da803	lw	x16,64(x27)	 x27:0x8000bc08 x16=0x00000000 PA:0x8000bc48 load:0x00000000
         126000	       124	800017ee	044da883	lw	x17,68(x27)	 x27:0x8000bc08 x17=0x00000000 PA:0x8000bc4c load:0x00000000
         128000	       126	800017f2	048da903	lw	x18,72(x27)	 x27:0x8000bc08 x18=0x00000000 PA:0x8000bc50 load:0x00000000
         130000	       128	800017f6	04cda983	lw	x19,76(x27)	 x27:0x8000bc08 x19=0x00000000 PA:0x8000bc54 load:0x00000000
         132000	       130	800017fa	050daa03	lw	x20,80(x27)	 x27:0x8000bc08 x20=0x8000bc84 PA:0x8000bc58 load:0x8000bc84
         134000	       132	800017fe	054daa83	lw	x21,84(x27)	 x27:0x8000bc08 x21=0x00000000 PA:0x8000bc5c load:0x00000000
         136000	       134	80001802	058dab03	lw	x22,88(x27)	 x27:0x8000bc08 x22=0x00000000 PA:0x8000bc60 load:0x00000000
         138000	       136	80001806	05cdab83	lw	x23,92(x27)	 x27:0x8000bc08 x23=0x00000000 PA:0x8000bc64 load:0x00000000
         140000	       138	8000180a	060dac03	lw	x24,96(x27)	 x27:0x8000bc08 x24=0x00000000 PA:0x8000bc68 load:0x00000000
         142000	       140	8000180e	064dac83	lw	x25,100(x27)	 x27:0x8000bc08 x25=0x00000000 PA:0x8000bc6c load:0x00000000
         144000	       142	80001812	068dad03	lw	x26,104(x27)	 x27:0x8000bc08 x26=0x00000000 PA:0x8000bc70 load:0x00000000
         146000	       144	80001816	06cdad83	lw	x27,108(x27)	 x27:0x8000bc08 x27=0x8000bc08 PA:0x8000bc74 load:0x8000bc08
         148000	       146	8000181a	070dae03	lw	x28,112(x27)	 x27:0x8000bc08 x28=0x00000000 PA:0x8000bc78 load:0x00000000
         150000	       148	8000181e	074dae83	lw	x29,116(x27)	 x27:0x8000bc08 x29=0x00000000 PA:0x8000bc7c load:0x00000000
         152000	       150	80001822	078daf03	lw	x30,120(x27)	 x27:0x8000bc08 x30=0x00000000 PA:0x8000bc80 load:0x00000000
         154000	       152	80001826	07cdaf83	lw	x31,124(x27)	 x27:0x8000bc08 x31=0x80000001 PA:0x8000bc84 load:0x80000001
         155000	       153	8000182a	07cd8d93	addi	x27,x27,124	 x27:0x8000bc08 x27=0x8000bc84
         156000	       154	8000182e	000d8a33	add	x20,x27,x0	 x27:0x8000bc84  x0:0x00000000 x20=0x8000bc84
         157000	       155	80001832	340d9df3	csrrw	x27,mscratch,x27	 x27:0x8000bc84 x27=0x00000000
         158000	       156	80001836	30200073	mret	
         161000	       159	80000098	00000f97	auipc	x31,0x0	 x31=0x80000098
         162000	       160	8000009c	020f8f93	addi	x31,x31,32	 x31:0x80000098 x31=0x800000b8
         163000	       161	800000a0	341f9073	csrrw	x0,mepc,x0	  x0:0x00000000  x0=0x00000000
         167000	       165	80000000	6640106f	jal	x0,80001664	  x0=0x00000000
         168000	       166	80001664	340d9df3	csrrw	x27,mscratch,x27	 x27:0x00000000 x27=0x8000bc84
         169000	       167	80001668	000a0db3	add	x27,x20,x0	 x20:0x8000bc84  x0:0x00000000 x27=0x8000bc84
         170000	       168	8000166c	f84d8d93	addi	x27,x27,-124	 x27:0x8000bc84 x27=0x8000bc08
         172000	       170	80001670	001da223	sw	x1,4(x27)	 x27:0x8000bc08  x1:0x00000000 PA:0x8000bc0c store:0x00000000 load:0x00000000
         174000	       172	80001674	002da423	sw	x2,8(x27)	 x27:0x8000bc08  x2:0x00000000 PA:0x8000bc10 store:0x00000000 load:0x00000000
         176000	       174	80001678	003da623	sw	x3,12(x27)	 x27:0x8000bc08  x3:0x00000000 PA:0x8000bc14 store:0x00000000 load:0x00000000
         178000	       176	8000167c	004da823	sw	x4,16(x27)	 x27:0x8000bc08  x4:0x00000000 PA:0x8000bc18 store:0x00000000 load:0x00000000
         180000	       178	80001680	005daa23	sw	x5,20(x27)	 x27:0x8000bc08  x5:0x00000000 PA:0x8000bc1c store:0x00000000 load:0x00000000
         182000	       180	80001684	006dac23	sw	x6,24(x27)	 x27:0x8000bc08  x6:0x00000000 PA:0x8000bc20 store:0x00000000 load:0x00000000
         184000	       182	80001688	007dae23	sw	x7,28(x27)	 x27:0x8000bc08  x7:0x00000000 PA:0x8000bc24 store:0x00000000 load:0x00000000
         186000	       184	8000168c	028da023	sw	x8,32(x27)	 x27:0x8000bc08  x8:0x00000000 PA:0x8000bc28 store:0x00000000 load:0x00000000
         188000	       186	80001690	029da223	sw	x9,36(x27)	 x27:0x8000bc08  x9:0x00000000 PA:0x8000bc2c store:0x00000000 load:0x00000000
         190000	       188	80001694	02ada423	sw	x10,40(x27)	 x27:0x8000bc08 x10:0x00000000 PA:0x8000bc30 store:0x00000000 load:0x00000000
         192000	       190	80001698	02bda623	sw	x11,44(x27)	 x27:0x8000bc08 x11:0x00000000 PA:0x8000bc34 store:0x00000000 load:0x00000000
         194000	       192	8000169c	02cda823	sw	x12,48(x27)	 x27:0x8000bc08 x12:0x00000000 PA:0x8000bc38 store:0x00000000 load:0x00000000
         196000	       194	800016a0	02ddaa23	sw	x13,52(x27)	 x27:0x8000bc08 x13:0x00000000 PA:0x8000bc3c store:0x00000000 load:0x00000000
         198000	       196	800016a4	02edac23	sw	x14,56(x27)	 x27:0x8000bc08 x14:0x00000000 PA:0x8000bc40 store:0x00000000 load:0x00000000
         200000	       198	800016a8	02fdae23	sw	x15,60(x27)	 x27:0x8000bc08 x15:0x00000000 PA:0x8000bc44 store:0x00000000 load:0x00000000
         202000	       200	800016ac	050da023	sw	x16,64(x27)	 x27:0x8000bc08 x16:0x00000000 PA:0x8000bc48 store:0x00000000 load:0x00000000
         204000	       202	800016b0	051da223	sw	x17,68(x27)	 x27:0x8000bc08 x17:0x00000000 PA:0x8000bc4c store:0x00000000 load:0x00000000
         206000	       204	800016b4	052da423	sw	x18,72(x27)	 x27:0x8000bc08 x18:0x00000000 PA:0x8000bc50 store:0x00000000 load:0x00000000
         208000	       206	800016b8	053da623	sw	x19,76(x27)	 x27:0x8000bc08 x19:0x00000000 PA:0x8000bc54 store:0x00000000 load:0x00000000
         210000	       208	800016bc	054da823	sw	x20,80(x27)	 x27:0x8000bc08 x20:0x8000bc84 PA:0x8000bc58 store:0x8000bc84 load:0x00000000
         212000	       210	800016c0	055daa23	sw	x21,84(x27)	 x27:0x8000bc08 x21:0x00000000 PA:0x8000bc5c store:0x00000000 load:0x00000000
         214000	       212	800016c4	056dac23	sw	x22,88(x27)	 x27:0x8000bc08 x22:0x00000000 PA:0x8000bc60 store:0x00000000 load:0x00000000
         216000	       214	800016c8	057dae23	sw	x23,92(x27)	 x27:0x8000bc08 x23:0x00000000 PA:0x8000bc64 store:0x00000000 load:0x00000000
         218000	       216	800016cc	078da023	sw	x24,96(x27)	 x27:0x8000bc08 x24:0x00000000 PA:0x8000bc68 store:0x00000000 load:0x00000000
         220000	       218	800016d0	079da223	sw	x25,100(x27)	 x27:0x8000bc08 x25:0x00000000 PA:0x8000bc6c store:0x00000000 load:0x00000000
         222000	       220	800016d4	07ada423	sw	x26,104(x27)	 x27:0x8000bc08 x26:0x00000000 PA:0x8000bc70 store:0x00000000 load:0x00000000
         224000	       222	800016d8	07bda623	sw	x27,108(x27)	 x27:0x8000bc08 x27:0x8000bc08 PA:0x8000bc74 store:0x8000bc08 load:0x00000000
         226000	       224	800016dc	07cda823	sw	x28,112(x27)	 x27:0x8000bc08 x28:0x00000000 PA:0x8000bc78 store:0x00000000 load:0x00000000
         228000	       226	800016e0	07ddaa23	sw	x29,116(x27)	 x27:0x8000bc08 x29:0x00000000 PA:0x8000bc7c store:0x00000000 load:0x00000000
         230000	       228	800016e4	07edac23	sw	x30,120(x27)	 x27:0x8000bc08 x30:0x00000000 PA:0x8000bc80 store:0x00000000 load:0x00000000
         232000	       230	800016e8	07fdae23	sw	x31,124(x27)	 x27:0x8000bc08 x31:0x800000b8 PA:0x8000bc84 store:0x800000b8 load:0x00000000
         233000	       231	800016ec	34102ff3	csrrs	x31,mepc,x0	  x0:0x00000000 x31=0x800000a0
         234000	       232	800016f0	34202ff3	csrrs	x31,mcause,x0	  x0:0x00000000 x31=0x00000002
         235000	       233	800016f4	492d	c.li	x18,11	 x18=0x0000000b
         236000	       234	800016f6	012f8d63	beq	x31,x18,80001710	 x31:0x00000002 x18:0x0000000b
         237000	       235	800016fa	4909	c.li	x18,2	 x18=0x00000002
         239000	       237	800016fc	0b2f8463	beq	x31,x18,800017a4	 x31:0x00000002 x18:0x00000002
         241000	       239	800017a4	34102ff3	csrrs	x31,mepc,x0	  x0:0x00000000 x31=0x800000a0
         242000	       240	800017a8	0f91	c.addi	x31,4	 x31:0x800000a0 x31=0x800000a4
         243000	       241	800017aa	341f9073	csrrw	x0,mepc,x31	 x31:0x800000a4  x0=0x00000000
         245000	       243	800017ae	004da083	lw	x1,4(x27)	 x27:0x8000bc08  x1=0x00000000 PA:0x8000bc0c load:0x00000000
         247000	       245	800017b2	008da103	lw	x2,8(x27)	 x27:0x8000bc08  x2=0x00000000 PA:0x8000bc10 load:0x00000000
         249000	       247	800017b6	00cda183	lw	x3,12(x27)	 x27:0x8000bc08  x3=0x00000000 PA:0x8000bc14 load:0x00000000
         251000	       249	800017ba	010da203	lw	x4,16(x27)	 x27:0x8000bc08  x4=0x00000000 PA:0x8000bc18 load:0x00000000
         253000	       251	800017be	014da283	lw	x5,20(x27)	 x27:0x8000bc08  x5=0x00000000 PA:0x8000bc1c load:0x00000000
         255000	       253	800017c2	018da303	lw	x6,24(x27)	 x27:0x8000bc08  x6=0x00000000 PA:0x8000bc20 load:0x00000000
         257000	       255	800017c6	01cda383	lw	x7,28(x27)	 x27:0x8000bc08  x7=0x00000000 PA:0x8000bc24 load:0x00000000
         259000	       257	800017ca	020da403	lw	x8,32(x27)	 x27:0x8000bc08  x8=0x00000000 PA:0x8000bc28 load:0x00000000
         261000	       259	800017ce	024da483	lw	x9,36(x27)	 x27:0x8000bc08  x9=0x00000000 PA:0x8000bc2c load:0x00000000
         263000	       261	800017d2	028da503	lw	x10,40(x27)	 x27:0x8000bc08 x10=0x00000000 PA:0x8000bc30 load:0x00000000
         265000	       263	800017d6	02cda583	lw	x11,44(x27)	 x27:0x8000bc08 x11=0x00000000 PA:0x8000bc34 load:0x00000000
         267000	       265	800017da	030da603	lw	x12,48(x27)	 x27:0x8000bc08 x12=0x00000000 PA:0x8000bc38 load:0x00000000
         269000	       267	800017de	034da683	lw	x13,52(x27)	 x27:0x8000bc08 x13=0x00000000 PA:0x8000bc3c load:0x00000000
         271000	       269	800017e2	038da703	lw	x14,56(x27)	 x27:0x8000bc08 x14=0x00000000 PA:0x8000bc40 load:0x00000000
         273000	       271	800017e6	03cda783	lw	x15,60(x27)	 x27:0x8000bc08 x15=0x00000000 PA:0x8000bc44 load:0x00000000
         275000	       273	800017ea	040da803	lw	x16,64(x27)	 x27:0x8000bc08 x16=0x00000000 PA:0x8000bc48 load:0x00000000
         277000	       275	800017ee	044da883	lw	x17,68(x27)	 x27:0x8000bc08 x17=0x00000000 PA:0x8000bc4c load:0x00000000
         279000	       277	800017f2	048da903	lw	x18,72(x27)	 x27:0x8000bc08 x18=0x00000000 PA:0x8000bc50 load:0x00000000
         281000	       279	800017f6	04cda983	lw	x19,76(x27)	 x27:0x8000bc08 x19=0x00000000 PA:0x8000bc54 load:0x00000000
         283000	       281	800017fa	050daa03	lw	x20,80(x27)	 x27:0x8000bc08 x20=0x8000bc84 PA:0x8000bc58 load:0x8000bc84
         285000	       283	800017fe	054daa83	lw	x21,84(x27)	 x27:0x8000bc08 x21=0x00000000 PA:0x8000bc5c load:0x00000000
         287000	       285	80001802	058dab03	lw	x22,88(x27)	 x27:0x8000bc08 x22=0x00000000 PA:0x8000bc60 load:0x00000000
         289000	       287	80001806	05cdab83	lw	x23,92(x27)	 x27:0x8000bc08 x23=0x00000000 PA:0x8000bc64 load:0x00000000
         291000	       289	8000180a	060dac03	lw	x24,96(x27)	 x27:0x8000bc08 x24=0x00000000 PA:0x8000bc68 load:0x00000000
         293000	       291	8000180e	064dac83	lw	x25,100(x27)	 x27:0x8000bc08 x25=0x00000000 PA:0x8000bc6c load:0x00000000
         295000	       293	80001812	068dad03	lw	x26,104(x27)	 x27:0x8000bc08 x26=0x00000000 PA:0x8000bc70 load:0x00000000
         297000	       295	80001816	06cdad83	lw	x27,108(x27)	 x27:0x8000bc08 x27=0x8000bc08 PA:0x8000bc74 load:0x8000bc08
         299000	       297	8000181a	070dae03	lw	x28,112(x27)	 x27:0x8000bc08 x28=0x00000000 PA:0x8000bc78 load:0x00000000
         301000	       299	8000181e	074dae83	lw	x29,116(x27)	 x27:0x8000bc08 x29=0x00000000 PA:0x8000bc7c load:0x00000000
         303000	       301	80001822	078daf03	lw	x30,120(x27)	 x27:0x8000bc08 x30=0x00000000 PA:0x8000bc80 load:0x00000000
         305000	       303	80001826	07cdaf83	lw	x31,124(x27)	 x27:0x8000bc08 x31=0x800000b8 PA:0x8000bc84 load:0x800000b8
         306000	       304	8000182a	07cd8d93	addi	x27,x27,124	 x27:0x8000bc08 x27=0x8000bc84
         307000	       305	8000182e	000d8a33	add	x20,x27,x0	 x27:0x8000bc84  x0:0x00000000 x20=0x8000bc84
         308000	       306	80001832	340d9df3	csrrw	x27,mscratch,x27	 x27:0x8000bc84 x27=0x00000000
         309000	       307	80001836	30200073	mret	
         312000	       310	800000a4	6f89	c.lui	x31,0x2	 x31=0x00002000
         313000	       311	800000a6	c00f8f93	addi	x31,x31,-1024	 x31:0x00002000 x31=0x00001c00
         314000	       312	800000aa	300f9073	csrrw	x0,mstatus,x0	  x0:0x00000000  x0=0x00000000
         318000	       316	80000000	6640106f	jal	x0,80001664	  x0=0x00000000
         319000	       317	80001664	340d9df3	csrrw	x27,mscratch,x27	 x27:0x00000000 x27=0x8000bc84
         320000	       318	80001668	000a0db3	add	x27,x20,x0	 x20:0x8000bc84  x0:0x00000000 x27=0x8000bc84
         321000	       319	8000166c	f84d8d93	addi	x27,x27,-124	 x27:0x8000bc84 x27=0x8000bc08
         323000	       321	80001670	001da223	sw	x1,4(x27)	 x27:0x8000bc08  x1:0x00000000 PA:0x8000bc0c store:0x00000000 load:0x00000000
         325000	       323	80001674	002da423	sw	x2,8(x27)	 x27:0x8000bc08  x2:0x00000000 PA:0x8000bc10 store:0x00000000 load:0x00000000
         327000	       325	80001678	003da623	sw	x3,12(x27)	 x27:0x8000bc08  x3:0x00000000 PA:0x8000bc14 store:0x00000000 load:0x00000000
         329000	       327	8000167c	004da823	sw	x4,16(x27)	 x27:0x8000bc08  x4:0x00000000 PA:0x8000bc18 store:0x00000000 load:0x00000000
         331000	       329	80001680	005daa23	sw	x5,20(x27)	 x27:0x8000bc08  x5:0x00000000 PA:0x8000bc1c store:0x00000000 load:0x00000000
         333000	       331	80001684	006dac23	sw	x6,24(x27)	 x27:0x8000bc08  x6:0x00000000 PA:0x8000bc20 store:0x00000000 load:0x00000000
         335000	       333	80001688	007dae23	sw	x7,28(x27)	 x27:0x8000bc08  x7:0x00000000 PA:0x8000bc24 store:0x00000000 load:0x00000000
         337000	       335	8000168c	028da023	sw	x8,32(x27)	 x27:0x8000bc08  x8:0x00000000 PA:0x8000bc28 store:0x00000000 load:0x00000000
         339000	       337	80001690	029da223	sw	x9,36(x27)	 x27:0x8000bc08  x9:0x00000000 PA:0x8000bc2c store:0x00000000 load:0x00000000
         341000	       339	80001694	02ada423	sw	x10,40(x27)	 x27:0x8000bc08 x10:0x00000000 PA:0x8000bc30 store:0x00000000 load:0x00000000
         343000	       341	80001698	02bda623	sw	x11,44(x27)	 x27:0x8000bc08 x11:0x00000000 PA:0x8000bc34 store:0x00000000 load:0x00000000
         345000	       343	8000169c	02cda823	sw	x12,48(x27)	 x27:0x8000bc08 x12:0x00000000 PA:0x8000bc38 store:0x00000000 load:0x00000000
         347000	       345	800016a0	02ddaa23	sw	x13,52(x27)	 x27:0x8000bc08 x13:0x00000000 PA:0x8000bc3c store:0x00000000 load:0x00000000
         349000	       347	800016a4	02edac23	sw	x14,56(x27)	 x27:0x8000bc08 x14:0x00000000 PA:0x8000bc40 store:0x00000000 load:0x00000000
         351000	       349	800016a8	02fdae23	sw	x15,60(x27)	 x27:0x8000bc08 x15:0x00000000 PA:0x8000bc44 store:0x00000000 load:0x00000000
         353000	       351	800016ac	050da023	sw	x16,64(x27)	 x27:0x8000bc08 x16:0x00000000 PA:0x8000bc48 store:0x00000000 load:0x00000000
         355000	       353	800016b0	051da223	sw	x17,68(x27)	 x27:0x8000bc08 x17:0x00000000 PA:0x8000bc4c store:0x00000000 load:0x00000000
         357000	       355	800016b4	052da423	sw	x18,72(x27)	 x27:0x8000bc08 x18:0x00000000 PA:0x8000bc50 store:0x00000000 load:0x00000000
         359000	       357	800016b8	053da623	sw	x19,76(x27)	 x27:0x8000bc08 x19:0x00000000 PA:0x8000bc54 store:0x00000000 load:0x00000000
         361000	       359	800016bc	054da823	sw	x20,80(x27)	 x27:0x8000bc08 x20:0x8000bc84 PA:0x8000bc58 store:0x8000bc84 load:0x00000000
         363000	       361	800016c0	055daa23	sw	x21,84(x27)	 x27:0x8000bc08 x21:0x00000000 PA:0x8000bc5c store:0x00000000 load:0x00000000
         365000	       363	800016c4	056dac23	sw	x22,88(x27)	 x27:0x8000bc08 x22:0x00000000 PA:0x8000bc60 store:0x00000000 load:0x00000000
         367000	       365	800016c8	057dae23	sw	x23,92(x27)	 x27:0x8000bc08 x23:0x00000000 PA:0x8000bc64 store:0x00000000 load:0x00000000
         369000	       367	800016cc	078da023	sw	x24,96(x27)	 x27:0x8000bc08 x24:0x00000000 PA:0x8000bc68 store:0x00000000 load:0x00000000
         371000	       369	800016d0	079da223	sw	x25,100(x27)	 x27:0x8000bc08 x25:0x00000000 PA:0x8000bc6c store:0x00000000 load:0x00000000
         373000	       371	800016d4	07ada423	sw	x26,104(x27)	 x27:0x8000bc08 x26:0x00000000 PA:0x8000bc70 store:0x00000000 load:0x00000000
         375000	       373	800016d8	07bda623	sw	x27,108(x27)	 x27:0x8000bc08 x27:0x8000bc08 PA:0x8000bc74 store:0x8000bc08 load:0x00000000
         377000	       375	800016dc	07cda823	sw	x28,112(x27)	 x27:0x8000bc08 x28:0x00000000 PA:0x8000bc78 store:0x00000000 load:0x00000000
         379000	       377	800016e0	07ddaa23	sw	x29,116(x27)	 x27:0x8000bc08 x29:0x00000000 PA:0x8000bc7c store:0x00000000 load:0x00000000
         381000	       379	800016e4	07edac23	sw	x30,120(x27)	 x27:0x8000bc08 x30:0x00000000 PA:0x8000bc80 store:0x00000000 load:0x00000000
         383000	       381	800016e8	07fdae23	sw	x31,124(x27)	 x27:0x8000bc08 x31:0x00001c00 PA:0x8000bc84 store:0x00001c00 load:0x00000000
         384000	       382	800016ec	34102ff3	csrrs	x31,mepc,x0	  x0:0x00000000 x31=0x800000aa
         385000	       383	800016f0	34202ff3	csrrs	x31,mcause,x0	  x0:0x00000000 x31=0x00000002
         386000	       384	800016f4	492d	c.li	x18,11	 x18=0x0000000b
