Time	Cycle	PC	Insn	Decoded instruction	Register and memory contents
         719000	       717	800017de	034da683	lw	x13,52(x27)	 x27:0x8000bc08 x13=0x00000000 PA:0x8000bc3c load:0x00000000
         721000	       719	800017e2	038da703	lw	x14,56(x27)	 x27:0x8000bc08 x14=0x00000000 PA:0x8000bc40 load:0x00000000
         723000	       721	800017e6	03cda783	lw	x15,60(x27)	 x27:0x8000bc08 x15=0x00000000 PA:0x8000bc44 load:0x00000000
         725000	       723	800017ea	040da803	lw	x16,64(x27)	 x27:0x8000bc08 x16=0x00000000 PA:0x8000bc48 load:0x00000000
         727000	       725	800017ee	044da883	lw	x17,68(x27)	 x27:0x8000bc08 x17=0x00000000 PA:0x8000bc4c load:0x00000000
         729000	       727	800017f2	048da903	lw	x18,72(x27)	 x27:0x8000bc08 x18=0x00000000 PA:0x8000bc50 load:0x00000000
         731000	       729	800017f6	04cda983	lw	x19,76(x27)	 x27:0x8000bc08 x19=0x00000000 PA:0x8000bc54 load:0x00000000
         733000	       731	800017fa	050daa03	lw	x20,80(x27)	 x27:0x8000bc08 x20=0x8000bc84 PA:0x8000bc58 load:0x8000bc84
         735000	       733	800017fe	054daa83	lw	x21,84(x27)	 x27:0x8000bc08 x21=0x00000000 PA:0x8000bc5c load:0x00000000
         737000	       735	80001802	058dab03	lw	x22,88(x27)	 x27:0x8000bc08 x22=0x00000000 PA:0x8000bc60 load:0x00000000
         739000	       737	80001806	05cdab83	lw	x23,92(x27)	 x27:0x8000bc08 x23=0x00000000 PA:0x8000bc64 load:0x00000000
         741000	       739	8000180a	060dac03	lw	x24,96(x27)	 x27:0x8000bc08 x24=0x00000000 PA:0x8000bc68 load:0x00000000
         743000	       741	8000180e	064dac83	lw	x25,100(x27)	 x27:0x8000bc08 x25=0x00000000 PA:0x8000bc6c load:0x00000000
         745000	       743	80001812	068dad03	lw	x26,104(x27)	 x27:0x8000bc08 x26=0x00000000 PA:0x8000bc70 load:0x00000000
         747000	       745	80001816	06cdad83	lw	x27,108(x27)	 x27:0x8000bc08 x27=0x8000bc08 PA:0x8000bc74 load:0x8000bc08
         749000	       747	8000181a	070dae03	lw	x28,112(x27)	 x27:0x8000bc08 x28=0x00000000 PA:0x8000bc78 load:0x00000000
         751000	       749	8000181e	074dae83	lw	x29,116(x27)	 x27:0x8000bc08 x29=0x00000000 PA:0x8000bc7c load:0x00000000
         753000	       751	80001822	078daf03	lw	x30,120(x27)	 x27:0x8000bc08 x30=0x00000000 PA:0x8000bc80 load:0x00000000
         755000	       753	80001826	07cdaf83	lw	x31,124(x27)	 x27:0x8000bc08 x31=0x00000000 PA:0x8000bc84 load:0x00000000
         756000	       754	8000182a	07cd8d93	addi	x27,x27,124	 x27:0x8000bc08 x27=0x8000bc84
         757000	       755	8000182e	000d8a33	add	x20,x27,x0	 x27:0x8000bc84  x0:0x00000000 x20=0x8000bc84
         758000	       756	80001832	340d9df3	csrrw	x27,mscratch,x27	 x27:0x8000bc84 x27=0x00000000
         759000	       757	80001836	30200073	mret	
         762000	       760	800000b8	00d00013	addi	x0,x0,13	  x0:0x00000000  x0=0x00000000
         763000	       761	800000bc	800000b7	lui	x1,0x80000	  x1=0x80000000
         764000	       762	800000c0	4101	c.li	x2,0	  x2=0x00000000
         765000	       763	800000c2	800001b7	lui	x3,0x80000	  x3=0x80000000
         766000	       764	800000c6	4c88f237	lui	x4,0x4c88f	  x4=0x4c88f000
         767000	       765	800000ca	fa320213	addi	x4,x4,-93	  x4:0x4c88f000  x4=0x4c88efa3
         768000	       766	800000ce	f37042b7	lui	x5,0xf3704	  x5=0xf3704000
         769000	       767	800000d2	d4528293	addi	x5,x5,-699	  x5:0xf3704000  x5=0xf3703d45
         770000	       768	800000d6	19c9a337	lui	x6,0x19c9a	  x6=0x19c9a000
         771000	       769	800000da	a3e30313	addi	x6,x6,-1474	  x6:0x19c9a000  x6=0x19c99a3e
         772000	       770	800000de	4381	c.li	x7,0	  x7=0x00000000
         773000	       771	800000e0	443d	c.li	x8,15	  x8=0x0000000f
         774000	       772	800000e2	4481	c.li	x9,0	  x9=0x00000000
         775000	       773	800000e4	4501	c.li	x10,0	 x10=0x00000000
         776000	       774	800000e6	4595	c.li	x11,5	 x11=0x00000005
         777000	       775	800000e8	80000637	lui	x12,0x80000	 x12=0x80000000
         778000	       776	800000ec	a796f6b7	lui	x13,0xa796f	 x13=0xa796f000
         779000	       777	800000f0	16fd	c.addi	x13,-1	 x13:0xa796f000 x13=0xa796efff
         780000	       778	800000f2	4701	c.li	x14,0	 x14=0x00000000
         781000	       779	800000f4	fb70d7b7	lui	x15,0xfb70d	 x15=0xfb70d000
         782000	       780	800000f8	7f478793	addi	x15,x15,2036	 x15:0xfb70d000 x15=0xfb70d7f4
         783000	       781	800000fc	5c56a837	lui	x16,0x5c56a	 x16=0x5c56a000
         784000	       782	80000100	46080813	addi	x16,x16,1120	 x16:0x5c56a000 x16=0x5c56a460
         785000	       783	80000104	f6a0e8b7	lui	x17,0xf6a0e	 x17=0xf6a0e000
         786000	       784	80000108	1fa88893	addi	x17,x17,506	 x17:0xf6a0e000 x17=0xf6a0e1fa
         787000	       785	8000010c	df05a937	lui	x18,0xdf05a	 x18=0xdf05a000
         788000	       786	80000110	67f90913	addi	x18,x18,1663	 x18:0xdf05a000 x18=0xdf05a67f
         789000	       787	80000114	800009b7	lui	x19,0x80000	 x19=0x80000000
         790000	       788	80000118	f7856ab7	lui	x21,0xf7856	 x21=0xf7856000
         791000	       789	8000011c	180a8a93	addi	x21,x21,384	 x21:0xf7856000 x21=0xf7856180
         792000	       790	80000120	3c737b37	lui	x22,0x3c737	 x22=0x3c737000
         793000	       791	80000124	fceb0b13	addi	x22,x22,-50	 x22:0x3c737000 x22=0x3c736fce
         794000	       792	80000128	80000bb7	lui	x23,0x80000	 x23=0x80000000
         795000	       793	8000012c	7b06dc37	lui	x24,0x7b06d	 x24=0x7b06d000
         796000	       794	80000130	057c0c13	addi	x24,x24,87	 x24:0x7b06d000 x24=0x7b06d057
         797000	       795	80000134	4c81	c.li	x25,0	 x25=0x00000000
         798000	       796	80000136	80000d37	lui	x26,0x80000	 x26=0x80000000
         799000	       797	8000013a	4e01	c.li	x28,0	 x28=0x00000000
         800000	       798	8000013c	4e91	c.li	x29,4	 x29=0x00000004
         801000	       799	8000013e	a55acf37	lui	x30,0xa55ac	 x30=0xa55ac000
         802000	       800	80000142	b79f0f13	addi	x30,x30,-1159	 x30:0xa55ac000 x30=0xa55abb79
         803000	       801	80000146	4f85	c.li	x31,1	 x31=0x00000001
         804000	       802	80000148	00007d97	auipc	x27,0x7	 x27=0x80007148
         805000	       803	8000014c	d1cd8d93	addi	x27,x27,-740	 x27:0x80007148 x27=0x80006e64
         806000	       804	80000150	01d88bb3	add	x23,x17,x29	 x17:0xf6a0e1fa x29:0x00000004 x23=0xf6a0e1fe
         807000	       805	80000154	40565eb3	sra	x29,x12,x5	 x12:0x80000000  x5:0xf3703d45 x29=0xfc000000
         808000	       806	80000158	1c06b213	sltiu	x4,x13,448	 x13:0xa796efff  x4=0x00000000
         809000	       807	8000015c	01901c13	slli	x24,x0,0x19	  x0:0x00000000 x24=0x00000000
         813000	       811	80000160	0291a033	mulhsu	x0,x3,x9	  x3:0x80000000  x9:0x00000000  x0=0x00000000
         814000	       812	80000164	01a79b33	sll	x22,x15,x26	 x15:0xfb70d7f4 x26:0x80000000 x22=0xfb70d7f4
         815000	       813	80000168	7e6b4993	xori	x19,x22,2022	 x22:0xfb70d7f4 x19=0xfb70d012
         816000	       814	8000016c	6af1	c.lui	x21,0x1c	 x21=0x0001c000
         817000	       815	8000016e	717d	c.addi16sp	x2,-16	  x2:0x00000000  x2=0xfffffff0
         818000	       816	80000170	01065eb3	srl	x29,x12,x16	 x12:0x80000000 x16:0x5c56a460 x29=0x80000000
         819000	       817	80000174	47a1	c.li	x15,8	 x15=0x00000008
         820000	       818	80000176	8299	c.srli	x13,0x6	 x13:0xa796efff x13=0x029e5bbf
         821000	       819	80000178	8ed5	c.or	x13,x13	 x13:0x029e5bbf x13:0x029e5bbf x13=0x029e5bbf
         822000	       820	8000017a	01d7e833	or	x16,x15,x29	 x15:0x00000008 x29:0x80000000 x16=0x80000008
         823000	       821	8000017e	4063d193	srai	x3,x7,0x6	  x7:0x00000000  x3=0x00000000
         824000	       822	80000182	9f72	c.add	x30,x28	 x30:0xa55abb79 x28:0x00000000 x30=0xa55abb79
         825000	       823	80000184	63d1	c.lui	x7,0x14	  x7=0x00014000
         826000	       824	80000186	415307b3	sub	x15,x6,x21	  x6:0x19c99a3e x21:0x0001c000 x15=0x19c7da3e
         863000	       861	8000018a	021bc3b3	div	x7,x23,x1	 x23:0xf6a0e1fe  x1:0x80000000  x7=0x00000000
         864000	       862	8000018e	8df5	c.and	x11,x13	 x11:0x00000005 x13:0x029e5bbf x11=0x00000005
         865000	       863	80000190	8ea9	c.xor	x13,x10	 x13:0x029e5bbf x10:0x00000000 x13=0x029e5bbf
         866000	       864	80000192	419557b3	sra	x15,x10,x25	 x10:0x00000000 x25:0x00000000 x15=0x00000000
         867000	       865	80000196	527d	c.li	x4,-1	  x4=0xffffffff
         868000	       866	80000198	0092c933	xor	x18,x5,x9	  x5:0xf3703d45  x9:0x00000000 x18=0xf3703d45
         870000	       868	8000019c	023ed433	divu	x8,x29,x3	 x29:0x80000000  x3:0x00000000  x8=0xffffffff
         871000	       869	800001a0	197d	c.addi	x18,-1	 x18:0xf3703d45 x18=0xf3703d44
         872000	       870	800001a2	4155d9b3	sra	x19,x11,x21	 x11:0x00000005 x21:0x0001c000 x19=0x00000005
         875000	       873	800001a6	02ef8033	mul	x0,x31,x14	 x31:0x00000001 x14:0x00000000  x0=0x00000000
         876000	       874	800001aa	41f68cb3	sub	x25,x13,x31	 x13:0x029e5bbf x31:0x00000001 x25=0x029e5bbe
         877000	       875	800001ae	6111	c.addi16sp	x2,256	  x2:0xfffffff0  x2=0x000000f0
         879000	       877	800001b0	029d64b3	rem	x9,x26,x9	 x26:0x80000000  x9:0x00000000  x9=0x80000000
         880000	       878	800001b4	402ad233	sra	x4,x21,x2	 x21:0x0001c000  x2:0x000000f0  x4=0x00000001
         881000	       879	800001b8	403b5793	srai	x15,x22,0x3	 x22:0xfb70d7f4 x15=0xff6e1afe
         882000	       880	800001bc	0001	c.addi	x0,0	  x0:0x00000000  x0=0x00000000
         883000	       881	800001be	6b05	c.lui	x22,0x1	 x22=0x00001000
         887000	       885	800001c0	0292abb3	mulhsu	x23,x5,x9	  x5:0xf3703d45  x9:0x80000000 x23=0xf9b81ea2
         888000	       886	800001c4	6b00e3b7	lui	x7,0x6b00e	  x7=0x6b00e000
         889000	       887	800001c8	01f5e033	or	x0,x11,x31	 x11:0x00000005 x31:0x00000001  x0=0x00000000
         890000	       888	800001cc	92de	c.add	x5,x23	  x5:0xf3703d45 x23:0xf9b81ea2  x5=0xed285be7
         891000	       889	800001ce	05c5	c.addi	x11,17	 x11:0x00000005 x11=0x00000016
         892000	       890	800001d0	13eae693	ori	x13,x21,318	 x21:0x0001c000 x13=0x0001c13e
         893000	       891	800001d4	010f0b33	add	x22,x30,x16	 x30:0xa55abb79 x16:0x80000008 x22=0x255abb81
         894000	       892	800001d8	8e95	c.sub	x13,x13	 x13:0x0001c13e x13:0x0001c13e x13=0x00000000
         895000	       893	800001da	01230033	add	x0,x6,x18	  x6:0x19c99a3e x18:0xf3703d44  x0=0x00000000
         896000	       894	800001de	8db5	c.xor	x11,x13	 x11:0x00000016 x13:0x00000000 x11=0x00000016
         933000	       931	800001e0	03b55333	divu	x6,x10,x27	 x10:0x00000000 x27:0x80006e64  x6=0x00000000
         934000	       932	800001e4	86d9	c.srai	x13,0x16	 x13:0x00000000 x13=0x00000000
         935000	       933	800001e6	717d	c.addi16sp	x2,-16	  x2:0x000000f0  x2=0x000000e0
         936000	       934	800001e8	5fa5e397	auipc	x7,0x5fa5e	  x7=0xdfa5e1e8
         937000	       935	800001ec	0001	c.addi	x0,0	  x0:0x00000000  x0=0x00000000
         974000	       972	800001ee	02c7d833	divu	x16,x15,x12	 x15:0xff6e1afe x12:0x80000000 x16=0x00000001
         975000	       973	800001f2	0032d013	srli	x0,x5,0x3	  x5:0xed285be7  x0=0x00000000
         976000	       974	800001f6	6c19	c.lui	x24,0x6	 x24=0x00006000
         977000	       975	800001f8	87b2	c.mv	x15,x12	  x0:0x00000000 x12:0x80000000 x15=0x80000000
         978000	       976	800001fa	fd480393	addi	x7,x16,-44	 x16:0x00000001  x7=0xffffffd5
         979000	       977	800001fe	00728d33	add	x26,x5,x7	  x5:0xed285be7  x7:0xffffffd5 x26=0xed285bbc
         980000	       978	80000202	00fcc233	xor	x4,x25,x15	 x25:0x029e5bbe x15:0x80000000  x4=0x829e5bbe
         981000	       979	80000206	5b582fb7	lui	x31,0x5b582	 x31=0x5b582000
         982000	       980	8000020a	73ef8f93	addi	x31,x31,1854	 x31:0x5b582000 x31=0x5b58273e
         983000	       981	8000020e	4201	c.li	x4,0	  x4=0x00000000
         984000	       982	80000210	4f05	c.li	x30,1	 x30=0x00000001
         985000	       983	80000212	4285	c.li	x5,1	  x5=0x00000001
         986000	       984	80000214	4e81	c.li	x29,0	 x29=0x00000000
         987000	       985	80000216	4c81	c.li	x25,0	 x25=0x00000000
         988000	       986	80000218	4501	c.li	x10,0	 x10=0x00000000
         989000	       987	8000021a	49a71e37	lui	x28,0x49a71	 x28=0x49a71000
         990000	       988	8000021e	9b0e0e13	addi	x28,x28,-1616	 x28:0x49a71000 x28=0x49a709b0
         991000	       989	80000222	4c01	c.li	x24,0	 x24=0x00000000
         992000	       990	80000224	4601	c.li	x12,0	 x12=0x00000000
         993000	       991	80000226	0795	c.addi	x15,5	 x15:0x80000000 x15=0x80000005
         996000	       994	80000228	032f8b33	mul	x22,x31,x18	 x31:0x5b58273e x18:0xf3703d44 x22=0x49e43278
         997000	       995	8000022c	8916	c.mv	x18,x5	  x0:0x00000000  x5:0x00000001 x18=0x00000001
         999000	       997	8000022e	02c6c6b3	div	x13,x13,x12	 x13:0x00000000 x12:0x00000000 x13=0xffffffff
        1000000	       998	80000232	0001	c.addi	x0,0	  x0:0x00000000  x0=0x00000000
        1037000	      1035	80000234	0343dab3	divu	x21,x7,x20	  x7:0xffffffd5 x20:0x8000bc84 x21=0x00000001
        1038000	      1036	80000238	d163e297	auipc	x5,0xd163e	  x5=0x5163e238
        1039000	      1037	8000023c	117d	c.addi	x2,-1	  x2:0x000000e0  x2=0x000000df
        1040000	      1038	8000023e	01b582b3	add	x5,x11,x27	 x11:0x00000016 x27:0x80006e64  x5=0x80006e7a
        1041000	      1039	80000242	17fd	c.addi	x15,-1	 x15:0x80000005 x15=0x80000004
        1043000	      1041	80000244	03dd6033	rem	x0,x26,x29	 x26:0xed285bbc x29:0x00000000  x0=0x00000000
        1044000	      1042	80000248	00d982b3	add	x5,x19,x13	 x19:0x00000005 x13:0xffffffff  x5=0x00000004
        1045000	      1043	8000024c	6bdd91b7	lui	x3,0x6bdd9	  x3=0x6bdd9000
        1046000	      1044	80000250	4ad5	c.li	x21,21	 x21=0x00000015
        1048000	      1046	80000252	024deb33	rem	x22,x27,x4	 x27:0x80006e64  x4:0x00000000 x22=0x80006e64
        1049000	      1047	80000256	cd912897	auipc	x17,0xcd912	 x17=0x4d912256
        1050000	      1048	8000025a	0001	c.addi	x0,0	  x0:0x00000000  x0=0x00000000
        1051000	      1049	8000025c	99f6	c.add	x19,x29	 x19:0x00000005 x29:0x00000000 x19=0x00000005
        1052000	      1050	8000025e	bb592eb7	lui	x29,0xbb592	 x29=0xbb592000
        1053000	      1051	80000262	4bf6cc93	xori	x25,x13,1215	 x13:0xffffffff x25=0xfffffb40
        1054000	      1052	80000266	0194	c.addi4spn	x13,x2,192	 x13=0x0000019f
        1091000	      1089	80000268	039cd3b3	divu	x7,x25,x25	 x25:0xfffffb40 x25:0xfffffb40  x7=0x00000001
        1092000	      1090	8000026c	11fd	c.addi	x3,-1	  x3:0x6bdd9000  x3=0x6bdd8fff
        1093000	      1091	8000026e	8e22	c.mv	x28,x8	  x0:0x00000000  x8:0xffffffff x28=0xffffffff
        1094000	      1092	80000270	41b95f33	sra	x30,x18,x27	 x18:0x00000001 x27:0x80006e64 x30=0x00000000
        1095000	      1093	80000274	8ef5	c.and	x13,x13	 x13:0x0000019f x13:0x0000019f x13=0x0000019f
        1098000	      1096	80000276	03db8133	mul	x2,x23,x29	 x23:0xf9b81ea2 x29:0xbb592000  x2=0x00264000
        1100000	      1098	8000027a	024061b3	rem	x3,x0,x4	  x0:0x00000000  x4:0x00000000  x3=0x00000000
        1101000	      1099	8000027e	00000717	auipc	x14,0x0	 x14=0x8000027e
        1102000	      1100	80000282	00c70713	addi	x14,x14,12	 x14:0x8000027e x14=0x8000028a
        1104000	      1102	80000286	00070067	jalr	x0,0(x14)	 x14:0x8000028a  x0=0x00000000
        1105000	      1103	8000028a	4185	c.li	x3,1	  x3=0x00000001
        1106000	      1104	8000028c	00000073	ecall	
        1110000	      1108	80000000	6640106f	jal	x0,80001664	  x0=0x00000000
        1111000	      1109	80001664	340d9df3	csrrw	x27,mscratch,x27	 x27:0x80006e64 x27=0x8000bc84
        1112000	      1110	80001668	000a0db3	add	x27,x20,x0	 x20:0x8000bc84  x0:0x00000000 x27=0x8000bc84
        1113000	      1111	8000166c	f84d8d93	addi	x27,x27,-124	 x27:0x8000bc84 x27=0x8000bc08
        1115000	      1113	80001670	001da223	sw	x1,4(x27)	 x27:0x8000bc08  x1:0x80000000 PA:0x8000bc0c store:0x80000000 load:0x00000000
        1117000	      1115	80001674	002da423	sw	x2,8(x27)	 x27:0x8000bc08  x2:0x00264000 PA:0x8000bc10 store:0x00264000 load:0x00000000
        1119000	      1117	80001678	003da623	sw	x3,12(x27)	 x27:0x8000bc08  x3:0x00000001 PA:0x8000bc14 store:0x00000001 load:0x00000000
        1121000	      1119	8000167c	004da823	sw	x4,16(x27)	 x27:0x8000bc08  x4:0x00000000 PA:0x8000bc18 store:0x00000000 load:0x00000000
        1123000	      1121	80001680	005daa23	sw	x5,20(x27)	 x27:0x8000bc08  x5:0x00000004 PA:0x8000bc1c store:0x00000004 load:0x00000000
        1125000	      1123	80001684	006dac23	sw	x6,24(x27)	 x27:0x8000bc08  x6:0x00000000 PA:0x8000bc20 store:0x00000000 load:0x00000000
        1127000	      1125	80001688	007dae23	sw	x7,28(x27)	 x27:0x8000bc08  x7:0x00000001 PA:0x8000bc24 store:0x00000001 load:0x00000000
        1129000	      1127	8000168c	028da023	sw	x8,32(x27)	 x27:0x8000bc08  x8:0xffffffff PA:0x8000bc28 store:0xffffffff load:0x00000000
        1131000	      1129	80001690	029da223	sw	x9,36(x27)	 x27:0x8000bc08  x9:0x80000000 PA:0x8000bc2c store:0x80000000 load:0x00000000
        1133000	      1131	80001694	02ada423	sw	x10,40(x27)	 x27:0x8000bc08 x10:0x00000000 PA:0x8000bc30 store:0x00000000 load:0x00000000
        1135000	      1133	80001698	02bda623	sw	x11,44(x27)	 x27:0x8000bc08 x11:0x00000016 PA:0x8000bc34 store:0x00000016 load:0x00000000
        1137000	      1135	8000169c	02cda823	sw	x12,48(x27)	 x27:0x8000bc08 x12:0x00000000 PA:0x8000bc38 store:0x00000000 load:0x00000000
        1139000	      1137	800016a0	02ddaa23	sw	x13,52(x27)	 x27:0x8000bc08 x13:0x0000019f PA:0x8000bc3c store:0x0000019f load:0x00000000
        1141000	      1139	800016a4	02edac23	sw	x14,56(x27)	 x27:0x8000bc08 x14:0x8000028a PA:0x8000bc40 store:0x8000028a load:0x00000000
        1143000	      1141	800016a8	02fdae23	sw	x15,60(x27)	 x27:0x8000bc08 x15:0x80000004 PA:0x8000bc44 store:0x80000004 load:0x00000000
        1145000	      1143	800016ac	050da023	sw	x16,64(x27)	 x27:0x8000bc08 x16:0x00000001 PA:0x8000bc48 store:0x00000001 load:0x00000000
        1147000	      1145	800016b0	051da223	sw	x17,68(x27)	 x27:0x8000bc08 x17:0x4d912256 PA:0x8000bc4c store:0x4d912256 load:0x00000000
        1149000	      1147	800016b4	052da423	sw	x18,72(x27)	 x27:0x8000bc08 x18:0x00000001 PA:0x8000bc50 store:0x00000001 load:0x00000000
        1151000	      1149	800016b8	053da623	sw	x19,76(x27)	 x27:0x8000bc08 x19:0x00000005 PA:0x8000bc54 store:0x00000005 load:0x00000000
        1153000	      1151	800016bc	054da823	sw	x20,80(x27)	 x27:0x8000bc08 x20:0x8000bc84 PA:0x8000bc58 store:0x8000bc84 load:0x00000000
        1155000	      1153	800016c0	055daa23	sw	x21,84(x27)	 x27:0x8000bc08 x21:0x00000015 PA:0x8000bc5c store:0x00000015 load:0x00000000
        1157000	      1155	800016c4	056dac23	sw	x22,88(x27)	 x27:0x8000bc08 x22:0x80006e64 PA:0x8000bc60 store:0x80006e64 load:0x00000000
        1159000	      1157	800016c8	057dae23	sw	x23,92(x27)	 x27:0x8000bc08 x23:0xf9b81ea2 PA:0x8000bc64 store:0xf9b81ea2 load:0x00000000
        1161000	      1159	800016cc	078da023	sw	x24,96(x27)	 x27:0x8000bc08 x24:0x00000000 PA:0x8000bc68 store:0x00000000 load:0x00000000
        1163000	      1161	800016d0	079da223	sw	x25,100(x27)	 x27:0x8000bc08 x25:0xfffffb40 PA:0x8000bc6c store:0xfffffb40 load:0x00000000
        1165000	      1163	800016d4	07ada423	sw	x26,104(x27)	 x27:0x8000bc08 x26:0xed285bbc PA:0x8000bc70 store:0xed285bbc load:0x00000000
        1167000	      1165	800016d8	07bda623	sw	x27,108(x27)	 x27:0x8000bc08 x27:0x8000bc08 PA:0x8000bc74 store:0x8000bc08 load:0x00000000
        1169000	      1167	800016dc	07cda823	sw	x28,112(x27)	 x27:0x8000bc08 x28:0xffffffff PA:0x8000bc78 store:0xffffffff load:0x00000000
        1171000	      1169	800016e0	07ddaa23	sw	x29,116(x27)	 x27:0x8000bc08 x29:0xbb592000 PA:0x8000bc7c store:0xbb592000 load:0x00000000
        1173000	      1171	800016e4	07edac23	sw	x30,120(x27)	 x27:0x8000bc08 x30:0x00000000 PA:0x8000bc80 store:0x00000000 load:0x00000000
        1175000	      1173	800016e8	07fdae23	sw	x31,124(x27)	 x27:0x8000bc08 x31:0x5b58273e PA:0x8000bc84 store:0x5b58273e load:0x00000000
        1176000	      1174	800016ec	34102ff3	csrrs	x31,mepc,x0	  x0:0x00000000 x31=0x8000028c
        1177000	      1175	800016f0	34202ff3	csrrs	x31,mcause,x0	  x0:0x00000000 x31=0x00000008
        1178000	      1176	800016f4	492d	c.li	x18,11	 x18=0x0000000b
        1179000	      1177	800016f6	012f8d63	beq	x31,x18,80001710	 x31:0x00000008 x18:0x0000000b
        1180000	      1178	800016fa	4909	c.li	x18,2	 x18=0x00000002
        1181000	      1179	800016fc	0b2f8463	beq	x31,x18,800017a4	 x31:0x00000008 x18:0x00000002
        1182000	      1180	80001700	34302973	csrrs	x18,mtval,x0	  x0:0x00000000 x18=0x00000000
        1183000	      1181	80001704	fffff717	auipc	x14,0xfffff	 x14=0x80000704
        1184000	      1182	80001708	b8670713	addi	x14,x14,-1146	 x14:0x80000704 x14=0x8000028a
        1186000	      1184	8000170c	000700e7	jalr	x1,0(x14)	 x14:0x8000028a  x1=0x80001710
        1187000	      1185	8000028a	4185	c.li	x3,1	  x3=0x00000001
        1188000	      1186	8000028c	00000073	ecall	
        1192000	      1190	80000000	6640106f	jal	x0,80001664	  x0=0x00000000
        1193000	      1191	80001664	340d9df3	csrrw	x27,mscratch,x27	 x27:0x8000bc08 x27=0x80006e64
        1194000	      1192	80001668	000a0db3	add	x27,x20,x0	 x20:0x8000bc84  x0:0x00000000 x27=0x8000bc84
        1195000	      1193	8000166c	f84d8d93	addi	x27,x27,-124	 x27:0x8000bc84 x27=0x8000bc08
        1197000	      1195	80001670	001da223	sw	x1,4(x27)	 x27:0x8000bc08  x1:0x80001710 PA:0x8000bc0c store:0x80001710 load:0x00000000
        1199000	      1197	80001674	002da423	sw	x2,8(x27)	 x27:0x8000bc08  x2:0x00264000 PA:0x8000bc10 store:0x00264000 load:0x00000000
        1201000	      1199	80001678	003da623	sw	x3,12(x27)	 x27:0x8000bc08  x3:0x00000001 PA:0x8000bc14 store:0x00000001 load:0x00000000
        1203000	      1201	8000167c	004da823	sw	x4,16(x27)	 x27:0x8000bc08  x4:0x00000000 PA:0x8000bc18 store:0x00000000 load:0x00000000
        1205000	      1203	80001680	005daa23	sw	x5,20(x27)	 x27:0x8000bc08  x5:0x00000004 PA:0x8000bc1c store:0x00000004 load:0x00000000
        1207000	      1205	80001684	006dac23	sw	x6,24(x27)	 x27:0x8000bc08  x6:0x00000000 PA:0x8000bc20 store:0x00000000 load:0x00000000
        1209000	      1207	80001688	007dae23	sw	x7,28(x27)	 x27:0x8000bc08  x7:0x00000001 PA:0x8000bc24 store:0x00000001 load:0x00000000
        1211000	      1209	8000168c	028da023	sw	x8,32(x27)	 x27:0x8000bc08  x8:0xffffffff PA:0x8000bc28 store:0xffffffff load:0x00000000
        1213000	      1211	80001690	029da223	sw	x9,36(x27)	 x27:0x8000bc08  x9:0x80000000 PA:0x8000bc2c store:0x80000000 load:0x00000000
        1215000	      1213	80001694	02ada423	sw	x10,40(x27)	 x27:0x8000bc08 x10:0x00000000 PA:0x8000bc30 store:0x00000000 load:0x00000000
        1217000	      1215	80001698	02bda623	sw	x11,44(x27)	 x27:0x8000bc08 x11:0x00000016 PA:0x8000bc34 store:0x00000016 load:0x00000000
        1219000	      1217	8000169c	02cda823	sw	x12,48(x27)	 x27:0x8000bc08 x12:0x00000000 PA:0x8000bc38 store:0x00000000 load:0x00000000
        1221000	      1219	800016a0	02ddaa23	sw	x13,52(x27)	 x27:0x8000bc08 x13:0x0000019f PA:0x8000bc3c store:0x0000019f load:0x00000000
        1223000	      1221	800016a4	02edac23	sw	x14,56(x27)	 x27:0x8000bc08 x14:0x8000028a PA:0x8000bc40 store:0x8000028a load:0x00000000
        1225000	      1223	800016a8	02fdae23	sw	x15,60(x27)	 x27:0x8000bc08 x15:0x80000004 PA:0x8000bc44 store:0x80000004 load:0x00000000
        1227000	      1225	800016ac	050da023	sw	x16,64(x27)	 x27:0x8000bc08 x16:0x00000001 PA:0x8000bc48 store:0x00000001 load:0x00000000
        1229000	      1227	800016b0	051da223	sw	x17,68(x27)	 x27:0x8000bc08 x17:0x4d912256 PA:0x8000bc4c store:0x4d912256 load:0x00000000
        1231000	      1229	800016b4	052da423	sw	x18,72(x27)	 x27:0x8000bc08 x18:0x00000000 PA:0x8000bc50 store:0x00000000 load:0x00000000
        1233000	      1231	800016b8	053da623	sw	x19,76(x27)	 x27:0x8000bc08 x19:0x00000005 PA:0x8000bc54 store:0x00000005 load:0x00000000
        1235000	      1233	800016bc	054da823	sw	x20,80(x27)	 x27:0x8000bc08 x20:0x8000bc84 PA:0x8000bc58 store:0x8000bc84 load:0x00000000
        1237000	      1235	800016c0	055daa23	sw	x21,84(x27)	 x27:0x8000bc08 x21:0x00000015 PA:0x8000bc5c store:0x00000015 load:0x00000000
        1239000	      1237	800016c4	056dac23	sw	x22,88(x27)	 x27:0x8000bc08 x22:0x80006e64 PA:0x8000bc60 store:0x80006e64 load:0x00000000
        1241000	      1239	800016c8	057dae23	sw	x23,92(x27)	 x27:0x8000bc08 x23:0xf9b81ea2 PA:0x8000bc64 store:0xf9b81ea2 load:0x00000000
        1243000	      1241	800016cc	078da023	sw	x24,96(x27)	 x27:0x8000bc08 x24:0x00000000 PA:0x8000bc68 store:0x00000000 load:0x00000000
