Time	Cycle	PC	Insn	Decoded instruction	Register and memory contents
         943000	       941	800014fa	dedc	c.sw	x15,60(x13)	 x13:0xffffff84 x15:0x00000000 PA:0xffffffc0 store:0x00000000 load:0x00000000
         945000	       943	800014fc	0506a023	sw	x16,64(x13)	 x13:0xffffff84 x16:0x00000000 PA:0xffffffc4 store:0x00000000 load:0x00000000
         947000	       945	80001500	0516a223	sw	x17,68(x13)	 x13:0xffffff84 x17:0x00000000 PA:0xffffffc8 store:0x00000000 load:0x00000000
         949000	       947	80001504	0526a423	sw	x18,72(x13)	 x13:0xffffff84 x18:0x00000000 PA:0xffffffcc store:0x00000000 load:0x00000000
         951000	       949	80001508	0536a623	sw	x19,76(x13)	 x13:0xffffff84 x19:0x00000000 PA:0xffffffd0 store:0x00000000 load:0x00000000
         953000	       951	8000150c	0546a823	sw	x20,80(x13)	 x13:0xffffff84 x20:0x00000000 PA:0xffffffd4 store:0x00000000 load:0x00000000
         955000	       953	80001510	0556aa23	sw	x21,84(x13)	 x13:0xffffff84 x21:0x00000000 PA:0xffffffd8 store:0x00000000 load:0x00000000
         957000	       955	80001514	0566ac23	sw	x22,88(x13)	 x13:0xffffff84 x22:0x00000000 PA:0xffffffdc store:0x00000000 load:0x00000000
         959000	       957	80001518	0576ae23	sw	x23,92(x13)	 x13:0xffffff84 x23:0x00000000 PA:0xffffffe0 store:0x00000000 load:0x00000000
         961000	       959	8000151c	0786a023	sw	x24,96(x13)	 x13:0xffffff84 x24:0x00000000 PA:0xffffffe4 store:0x00000000 load:0x00000000
         963000	       961	80001520	0796a223	sw	x25,100(x13)	 x13:0xffffff84 x25:0x00000000 PA:0xffffffe8 store:0x00000000 load:0x00000000
         965000	       963	80001524	07a6a423	sw	x26,104(x13)	 x13:0xffffff84 x26:0x00000000 PA:0xffffffec store:0x00000000 load:0x00000000
         967000	       965	80001528	07b6a623	sw	x27,108(x13)	 x13:0xffffff84 x27:0x00000000 PA:0xfffffff0 store:0x00000000 load:0x00000000
         969000	       967	8000152c	07c6a823	sw	x28,112(x13)	 x13:0xffffff84 x28:0x00000000 PA:0xfffffff4 store:0x00000000 load:0x00000000
         971000	       969	80001530	07d6aa23	sw	x29,116(x13)	 x13:0xffffff84 x29:0x00000000 PA:0xfffffff8 store:0x00000000 load:0x00000000
         973000	       971	80001534	07e6ac23	sw	x30,120(x13)	 x13:0xffffff84 x30:0x00000000 PA:0xfffffffc store:0x00000000 load:0x00000000
         975000	       973	80001538	07f6ae23	sw	x31,124(x13)	 x13:0xffffff84 x31:0x40001104 PA:0x00000000 store:0x40001104 load:0x00000000
         979000	       977	80000000	4c40106f	jal	x0,800014c4	  x0=0x00000000
         980000	       978	800014c4	340696f3	csrrw	x13,mscratch,x13	 x13:0xffffff84 x13=0xffffff84
         981000	       979	800014c8	000e86b3	add	x13,x29,x0	 x29:0x00000000  x0:0x00000000 x13=0x00000000
         982000	       980	800014cc	f8468693	addi	x13,x13,-124	 x13:0x00000000 x13=0xffffff84
         984000	       982	800014d0	0016a223	sw	x1,4(x13)	 x13:0xffffff84  x1:0x00000000 PA:0xffffff88 store:0x00000000 load:0x00000000
         986000	       984	800014d4	0026a423	sw	x2,8(x13)	 x13:0xffffff84  x2:0x00000000 PA:0xffffff8c store:0x00000000 load:0x00000000
         988000	       986	800014d8	0036a623	sw	x3,12(x13)	 x13:0xffffff84  x3:0x00000000 PA:0xffffff90 store:0x00000000 load:0x00000000
         990000	       988	800014dc	0046a823	sw	x4,16(x13)	 x13:0xffffff84  x4:0x00000000 PA:0xffffff94 store:0x00000000 load:0x00000000
         992000	       990	800014e0	0056aa23	sw	x5,20(x13)	 x13:0xffffff84  x5:0x00000000 PA:0xffffff98 store:0x00000000 load:0x00000000
         994000	       992	800014e4	0066ac23	sw	x6,24(x13)	 x13:0xffffff84  x6:0x00000000 PA:0xffffff9c store:0x00000000 load:0x00000000
         996000	       994	800014e8	0076ae23	sw	x7,28(x13)	 x13:0xffffff84  x7:0x00000000 PA:0xffffffa0 store:0x00000000 load:0x00000000
         998000	       996	800014ec	d280	c.sw	x8,32(x13)	 x13:0xffffff84  x8:0x00000000 PA:0xffffffa4 store:0x00000000 load:0x00000000
        1000000	       998	800014ee	d2c4	c.sw	x9,36(x13)	 x13:0xffffff84  x9:0x00000000 PA:0xffffffa8 store:0x00000000 load:0x00000000
        1002000	      1000	800014f0	d688	c.sw	x10,40(x13)	 x13:0xffffff84 x10:0x00000000 PA:0xffffffac store:0x00000000 load:0x00000000
        1004000	      1002	800014f2	d6cc	c.sw	x11,44(x13)	 x13:0xffffff84 x11:0x00000000 PA:0xffffffb0 store:0x00000000 load:0x00000000
        1006000	      1004	800014f4	da90	c.sw	x12,48(x13)	 x13:0xffffff84 x12:0x00000000 PA:0xffffffb4 store:0x00000000 load:0x00000000
        1008000	      1006	800014f6	dad4	c.sw	x13,52(x13)	 x13:0xffffff84 x13:0xffffff84 PA:0xffffffb8 store:0xffffff84 load:0x00000000
        1010000	      1008	800014f8	de98	c.sw	x14,56(x13)	 x13:0xffffff84 x14:0x00000000 PA:0xffffffbc store:0x00000000 load:0x00000000
        1012000	      1010	800014fa	dedc	c.sw	x15,60(x13)	 x13:0xffffff84 x15:0x00000000 PA:0xffffffc0 store:0x00000000 load:0x00000000
        1014000	      1012	800014fc	0506a023	sw	x16,64(x13)	 x13:0xffffff84 x16:0x00000000 PA:0xffffffc4 store:0x00000000 load:0x00000000
        1016000	      1014	80001500	0516a223	sw	x17,68(x13)	 x13:0xffffff84 x17:0x00000000 PA:0xffffffc8 store:0x00000000 load:0x00000000
        1018000	      1016	80001504	0526a423	sw	x18,72(x13)	 x13:0xffffff84 x18:0x00000000 PA:0xffffffcc store:0x00000000 load:0x00000000
        1020000	      1018	80001508	0536a623	sw	x19,76(x13)	 x13:0xffffff84 x19:0x00000000 PA:0xffffffd0 store:0x00000000 load:0x00000000
        1022000	      1020	8000150c	0546a823	sw	x20,80(x13)	 x13:0xffffff84 x20:0x00000000 PA:0xffffffd4 store:0x00000000 load:0x00000000
        1024000	      1022	80001510	0556aa23	sw	x21,84(x13)	 x13:0xffffff84 x21:0x00000000 PA:0xffffffd8 store:0x00000000 load:0x00000000
        1026000	      1024	80001514	0566ac23	sw	x22,88(x13)	 x13:0xffffff84 x22:0x00000000 PA:0xffffffdc store:0x00000000 load:0x00000000
        1028000	      1026	80001518	0576ae23	sw	x23,92(x13)	 x13:0xffffff84 x23:0x00000000 PA:0xffffffe0 store:0x00000000 load:0x00000000
        1030000	      1028	8000151c	0786a023	sw	x24,96(x13)	 x13:0xffffff84 x24:0x00000000 PA:0xffffffe4 store:0x00000000 load:0x00000000
        1032000	      1030	80001520	0796a223	sw	x25,100(x13)	 x13:0xffffff84 x25:0x00000000 PA:0xffffffe8 store:0x00000000 load:0x00000000
        1034000	      1032	80001524	07a6a423	sw	x26,104(x13)	 x13:0xffffff84 x26:0x00000000 PA:0xffffffec store:0x00000000 load:0x00000000
        1036000	      1034	80001528	07b6a623	sw	x27,108(x13)	 x13:0xffffff84 x27:0x00000000 PA:0xfffffff0 store:0x00000000 load:0x00000000
        1038000	      1036	8000152c	07c6a823	sw	x28,112(x13)	 x13:0xffffff84 x28:0x00000000 PA:0xfffffff4 store:0x00000000 load:0x00000000
        1040000	      1038	80001530	07d6aa23	sw	x29,116(x13)	 x13:0xffffff84 x29:0x00000000 PA:0xfffffff8 store:0x00000000 load:0x00000000
        1042000	      1040	80001534	07e6ac23	sw	x30,120(x13)	 x13:0xffffff84 x30:0x00000000 PA:0xfffffffc store:0x00000000 load:0x00000000
        1044000	      1042	80001538	07f6ae23	sw	x31,124(x13)	 x13:0xffffff84 x31:0x40001104 PA:0x00000000 store:0x40001104 load:0x00000000
        1048000	      1046	80000000	4c40106f	jal	x0,800014c4	  x0=0x00000000
        1049000	      1047	800014c4	340696f3	csrrw	x13,mscratch,x13	 x13:0xffffff84 x13=0xffffff84
        1050000	      1048	800014c8	000e86b3	add	x13,x29,x0	 x29:0x00000000  x0:0x00000000 x13=0x00000000
        1051000	      1049	800014cc	f8468693	addi	x13,x13,-124	 x13:0x00000000 x13=0xffffff84
        1053000	      1051	800014d0	0016a223	sw	x1,4(x13)	 x13:0xffffff84  x1:0x00000000 PA:0xffffff88 store:0x00000000 load:0x00000000
        1055000	      1053	800014d4	0026a423	sw	x2,8(x13)	 x13:0xffffff84  x2:0x00000000 PA:0xffffff8c store:0x00000000 load:0x00000000
        1057000	      1055	800014d8	0036a623	sw	x3,12(x13)	 x13:0xffffff84  x3:0x00000000 PA:0xffffff90 store:0x00000000 load:0x00000000
        1059000	      1057	800014dc	0046a823	sw	x4,16(x13)	 x13:0xffffff84  x4:0x00000000 PA:0xffffff94 store:0x00000000 load:0x00000000
        1061000	      1059	800014e0	0056aa23	sw	x5,20(x13)	 x13:0xffffff84  x5:0x00000000 PA:0xffffff98 store:0x00000000 load:0x00000000
        1063000	      1061	800014e4	0066ac23	sw	x6,24(x13)	 x13:0xffffff84  x6:0x00000000 PA:0xffffff9c store:0x00000000 load:0x00000000
        1065000	      1063	800014e8	0076ae23	sw	x7,28(x13)	 x13:0xffffff84  x7:0x00000000 PA:0xffffffa0 store:0x00000000 load:0x00000000
        1067000	      1065	800014ec	d280	c.sw	x8,32(x13)	 x13:0xffffff84  x8:0x00000000 PA:0xffffffa4 store:0x00000000 load:0x00000000
        1069000	      1067	800014ee	d2c4	c.sw	x9,36(x13)	 x13:0xffffff84  x9:0x00000000 PA:0xffffffa8 store:0x00000000 load:0x00000000
        1071000	      1069	800014f0	d688	c.sw	x10,40(x13)	 x13:0xffffff84 x10:0x00000000 PA:0xffffffac store:0x00000000 load:0x00000000
        1073000	      1071	800014f2	d6cc	c.sw	x11,44(x13)	 x13:0xffffff84 x11:0x00000000 PA:0xffffffb0 store:0x00000000 load:0x00000000
        1075000	      1073	800014f4	da90	c.sw	x12,48(x13)	 x13:0xffffff84 x12:0x00000000 PA:0xffffffb4 store:0x00000000 load:0x00000000
        1077000	      1075	800014f6	dad4	c.sw	x13,52(x13)	 x13:0xffffff84 x13:0xffffff84 PA:0xffffffb8 store:0xffffff84 load:0x00000000
        1079000	      1077	800014f8	de98	c.sw	x14,56(x13)	 x13:0xffffff84 x14:0x00000000 PA:0xffffffbc store:0x00000000 load:0x00000000
        1081000	      1079	800014fa	dedc	c.sw	x15,60(x13)	 x13:0xffffff84 x15:0x00000000 PA:0xffffffc0 store:0x00000000 load:0x00000000
        1083000	      1081	800014fc	0506a023	sw	x16,64(x13)	 x13:0xffffff84 x16:0x00000000 PA:0xffffffc4 store:0x00000000 load:0x00000000
        1085000	      1083	80001500	0516a223	sw	x17,68(x13)	 x13:0xffffff84 x17:0x00000000 PA:0xffffffc8 store:0x00000000 load:0x00000000
        1087000	      1085	80001504	0526a423	sw	x18,72(x13)	 x13:0xffffff84 x18:0x00000000 PA:0xffffffcc store:0x00000000 load:0x00000000
        1089000	      1087	80001508	0536a623	sw	x19,76(x13)	 x13:0xffffff84 x19:0x00000000 PA:0xffffffd0 store:0x00000000 load:0x00000000
        1091000	      1089	8000150c	0546a823	sw	x20,80(x13)	 x13:0xffffff84 x20:0x00000000 PA:0xffffffd4 store:0x00000000 load:0x00000000
        1093000	      1091	80001510	0556aa23	sw	x21,84(x13)	 x13:0xffffff84 x21:0x00000000 PA:0xffffffd8 store:0x00000000 load:0x00000000
        1095000	      1093	80001514	0566ac23	sw	x22,88(x13)	 x13:0xffffff84 x22:0x00000000 PA:0xffffffdc store:0x00000000 load:0x00000000
        1097000	      1095	80001518	0576ae23	sw	x23,92(x13)	 x13:0xffffff84 x23:0x00000000 PA:0xffffffe0 store:0x00000000 load:0x00000000
        1099000	      1097	8000151c	0786a023	sw	x24,96(x13)	 x13:0xffffff84 x24:0x00000000 PA:0xffffffe4 store:0x00000000 load:0x00000000
        1101000	      1099	80001520	0796a223	sw	x25,100(x13)	 x13:0xffffff84 x25:0x00000000 PA:0xffffffe8 store:0x00000000 load:0x00000000
        1103000	      1101	80001524	07a6a423	sw	x26,104(x13)	 x13:0xffffff84 x26:0x00000000 PA:0xffffffec store:0x00000000 load:0x00000000
        1105000	      1103	80001528	07b6a623	sw	x27,108(x13)	 x13:0xffffff84 x27:0x00000000 PA:0xfffffff0 store:0x00000000 load:0x00000000
        1107000	      1105	8000152c	07c6a823	sw	x28,112(x13)	 x13:0xffffff84 x28:0x00000000 PA:0xfffffff4 store:0x00000000 load:0x00000000
        1109000	      1107	80001530	07d6aa23	sw	x29,116(x13)	 x13:0xffffff84 x29:0x00000000 PA:0xfffffff8 store:0x00000000 load:0x00000000
        1111000	      1109	80001534	07e6ac23	sw	x30,120(x13)	 x13:0xffffff84 x30:0x00000000 PA:0xfffffffc store:0x00000000 load:0x00000000
        1113000	      1111	80001538	07f6ae23	sw	x31,124(x13)	 x13:0xffffff84 x31:0x40001104 PA:0x00000000 store:0x40001104 load:0x00000000
        1117000	      1115	80000000	4c40106f	jal	x0,800014c4	  x0=0x00000000
        1118000	      1116	800014c4	340696f3	csrrw	x13,mscratch,x13	 x13:0xffffff84 x13=0xffffff84
        1119000	      1117	800014c8	000e86b3	add	x13,x29,x0	 x29:0x00000000  x0:0x00000000 x13=0x00000000
        1120000	      1118	800014cc	f8468693	addi	x13,x13,-124	 x13:0x00000000 x13=0xffffff84
        1122000	      1120	800014d0	0016a223	sw	x1,4(x13)	 x13:0xffffff84  x1:0x00000000 PA:0xffffff88 store:0x00000000 load:0x00000000
        1124000	      1122	800014d4	0026a423	sw	x2,8(x13)	 x13:0xffffff84  x2:0x00000000 PA:0xffffff8c store:0x00000000 load:0x00000000
        1126000	      1124	800014d8	0036a623	sw	x3,12(x13)	 x13:0xffffff84  x3:0x00000000 PA:0xffffff90 store:0x00000000 load:0x00000000
        1128000	      1126	800014dc	0046a823	sw	x4,16(x13)	 x13:0xffffff84  x4:0x00000000 PA:0xffffff94 store:0x00000000 load:0x00000000
        1130000	      1128	800014e0	0056aa23	sw	x5,20(x13)	 x13:0xffffff84  x5:0x00000000 PA:0xffffff98 store:0x00000000 load:0x00000000
        1132000	      1130	800014e4	0066ac23	sw	x6,24(x13)	 x13:0xffffff84  x6:0x00000000 PA:0xffffff9c store:0x00000000 load:0x00000000
        1134000	      1132	800014e8	0076ae23	sw	x7,28(x13)	 x13:0xffffff84  x7:0x00000000 PA:0xffffffa0 store:0x00000000 load:0x00000000
        1136000	      1134	800014ec	d280	c.sw	x8,32(x13)	 x13:0xffffff84  x8:0x00000000 PA:0xffffffa4 store:0x00000000 load:0x00000000
        1138000	      1136	800014ee	d2c4	c.sw	x9,36(x13)	 x13:0xffffff84  x9:0x00000000 PA:0xffffffa8 store:0x00000000 load:0x00000000
        1140000	      1138	800014f0	d688	c.sw	x10,40(x13)	 x13:0xffffff84 x10:0x00000000 PA:0xffffffac store:0x00000000 load:0x00000000
        1142000	      1140	800014f2	d6cc	c.sw	x11,44(x13)	 x13:0xffffff84 x11:0x00000000 PA:0xffffffb0 store:0x00000000 load:0x00000000
        1144000	      1142	800014f4	da90	c.sw	x12,48(x13)	 x13:0xffffff84 x12:0x00000000 PA:0xffffffb4 store:0x00000000 load:0x00000000
        1146000	      1144	800014f6	dad4	c.sw	x13,52(x13)	 x13:0xffffff84 x13:0xffffff84 PA:0xffffffb8 store:0xffffff84 load:0x00000000
        1148000	      1146	800014f8	de98	c.sw	x14,56(x13)	 x13:0xffffff84 x14:0x00000000 PA:0xffffffbc store:0x00000000 load:0x00000000
        1150000	      1148	800014fa	dedc	c.sw	x15,60(x13)	 x13:0xffffff84 x15:0x00000000 PA:0xffffffc0 store:0x00000000 load:0x00000000
        1152000	      1150	800014fc	0506a023	sw	x16,64(x13)	 x13:0xffffff84 x16:0x00000000 PA:0xffffffc4 store:0x00000000 load:0x00000000
        1154000	      1152	80001500	0516a223	sw	x17,68(x13)	 x13:0xffffff84 x17:0x00000000 PA:0xffffffc8 store:0x00000000 load:0x00000000
        1156000	      1154	80001504	0526a423	sw	x18,72(x13)	 x13:0xffffff84 x18:0x00000000 PA:0xffffffcc store:0x00000000 load:0x00000000
        1158000	      1156	80001508	0536a623	sw	x19,76(x13)	 x13:0xffffff84 x19:0x00000000 PA:0xffffffd0 store:0x00000000 load:0x00000000
        1160000	      1158	8000150c	0546a823	sw	x20,80(x13)	 x13:0xffffff84 x20:0x00000000 PA:0xffffffd4 store:0x00000000 load:0x00000000
        1162000	      1160	80001510	0556aa23	sw	x21,84(x13)	 x13:0xffffff84 x21:0x00000000 PA:0xffffffd8 store:0x00000000 load:0x00000000
        1164000	      1162	80001514	0566ac23	sw	x22,88(x13)	 x13:0xffffff84 x22:0x00000000 PA:0xffffffdc store:0x00000000 load:0x00000000
        1166000	      1164	80001518	0576ae23	sw	x23,92(x13)	 x13:0xffffff84 x23:0x00000000 PA:0xffffffe0 store:0x00000000 load:0x00000000
        1168000	      1166	8000151c	0786a023	sw	x24,96(x13)	 x13:0xffffff84 x24:0x00000000 PA:0xffffffe4 store:0x00000000 load:0x00000000
        1170000	      1168	80001520	0796a223	sw	x25,100(x13)	 x13:0xffffff84 x25:0x00000000 PA:0xffffffe8 store:0x00000000 load:0x00000000
        1172000	      1170	80001524	07a6a423	sw	x26,104(x13)	 x13:0xffffff84 x26:0x00000000 PA:0xffffffec store:0x00000000 load:0x00000000
        1174000	      1172	80001528	07b6a623	sw	x27,108(x13)	 x13:0xffffff84 x27:0x00000000 PA:0xfffffff0 store:0x00000000 load:0x00000000
        1176000	      1174	8000152c	07c6a823	sw	x28,112(x13)	 x13:0xffffff84 x28:0x00000000 PA:0xfffffff4 store:0x00000000 load:0x00000000
        1178000	      1176	80001530	07d6aa23	sw	x29,116(x13)	 x13:0xffffff84 x29:0x00000000 PA:0xfffffff8 store:0x00000000 load:0x00000000
        1180000	      1178	80001534	07e6ac23	sw	x30,120(x13)	 x13:0xffffff84 x30:0x00000000 PA:0xfffffffc store:0x00000000 load:0x00000000
        1182000	      1180	80001538	07f6ae23	sw	x31,124(x13)	 x13:0xffffff84 x31:0x40001104 PA:0x00000000 store:0x40001104 load:0x00000000
        1186000	      1184	80000000	4c40106f	jal	x0,800014c4	  x0=0x00000000
        1187000	      1185	800014c4	340696f3	csrrw	x13,mscratch,x13	 x13:0xffffff84 x13=0xffffff84
        1188000	      1186	800014c8	000e86b3	add	x13,x29,x0	 x29:0x00000000  x0:0x00000000 x13=0x00000000
        1189000	      1187	800014cc	f8468693	addi	x13,x13,-124	 x13:0x00000000 x13=0xffffff84
        1191000	      1189	800014d0	0016a223	sw	x1,4(x13)	 x13:0xffffff84  x1:0x00000000 PA:0xffffff88 store:0x00000000 load:0x00000000
        1193000	      1191	800014d4	0026a423	sw	x2,8(x13)	 x13:0xffffff84  x2:0x00000000 PA:0xffffff8c store:0x00000000 load:0x00000000
        1195000	      1193	800014d8	0036a623	sw	x3,12(x13)	 x13:0xffffff84  x3:0x00000000 PA:0xffffff90 store:0x00000000 load:0x00000000
        1197000	      1195	800014dc	0046a823	sw	x4,16(x13)	 x13:0xffffff84  x4:0x00000000 PA:0xffffff94 store:0x00000000 load:0x00000000
        1199000	      1197	800014e0	0056aa23	sw	x5,20(x13)	 x13:0xffffff84  x5:0x00000000 PA:0xffffff98 store:0x00000000 load:0x00000000
        1201000	      1199	800014e4	0066ac23	sw	x6,24(x13)	 x13:0xffffff84  x6:0x00000000 PA:0xffffff9c store:0x00000000 load:0x00000000
        1203000	      1201	800014e8	0076ae23	sw	x7,28(x13)	 x13:0xffffff84  x7:0x00000000 PA:0xffffffa0 store:0x00000000 load:0x00000000
        1205000	      1203	800014ec	d280	c.sw	x8,32(x13)	 x13:0xffffff84  x8:0x00000000 PA:0xffffffa4 store:0x00000000 load:0x00000000
        1207000	      1205	800014ee	d2c4	c.sw	x9,36(x13)	 x13:0xffffff84  x9:0x00000000 PA:0xffffffa8 store:0x00000000 load:0x00000000
        1209000	      1207	800014f0	d688	c.sw	x10,40(x13)	 x13:0xffffff84 x10:0x00000000 PA:0xffffffac store:0x00000000 load:0x00000000
        1211000	      1209	800014f2	d6cc	c.sw	x11,44(x13)	 x13:0xffffff84 x11:0x00000000 PA:0xffffffb0 store:0x00000000 load:0x00000000
        1213000	      1211	800014f4	da90	c.sw	x12,48(x13)	 x13:0xffffff84 x12:0x00000000 PA:0xffffffb4 store:0x00000000 load:0x00000000
        1215000	      1213	800014f6	dad4	c.sw	x13,52(x13)	 x13:0xffffff84 x13:0xffffff84 PA:0xffffffb8 store:0xffffff84 load:0x00000000
        1217000	      1215	800014f8	de98	c.sw	x14,56(x13)	 x13:0xffffff84 x14:0x00000000 PA:0xffffffbc store:0x00000000 load:0x00000000
        1219000	      1217	800014fa	dedc	c.sw	x15,60(x13)	 x13:0xffffff84 x15:0x00000000 PA:0xffffffc0 store:0x00000000 load:0x00000000
        1221000	      1219	800014fc	0506a023	sw	x16,64(x13)	 x13:0xffffff84 x16:0x00000000 PA:0xffffffc4 store:0x00000000 load:0x00000000
        1223000	      1221	80001500	0516a223	sw	x17,68(x13)	 x13:0xffffff84 x17:0x00000000 PA:0xffffffc8 store:0x00000000 load:0x00000000
        1225000	      1223	80001504	0526a423	sw	x18,72(x13)	 x13:0xffffff84 x18:0x00000000 PA:0xffffffcc store:0x00000000 load:0x00000000
        1227000	      1225	80001508	0536a623	sw	x19,76(x13)	 x13:0xffffff84 x19:0x00000000 PA:0xffffffd0 store:0x00000000 load:0x00000000
        1229000	      1227	8000150c	0546a823	sw	x20,80(x13)	 x13:0xffffff84 x20:0x00000000 PA:0xffffffd4 store:0x00000000 load:0x00000000
        1231000	      1229	80001510	0556aa23	sw	x21,84(x13)	 x13:0xffffff84 x21:0x00000000 PA:0xffffffd8 store:0x00000000 load:0x00000000
        1233000	      1231	80001514	0566ac23	sw	x22,88(x13)	 x13:0xffffff84 x22:0x00000000 PA:0xffffffdc store:0x00000000 load:0x00000000
        1235000	      1233	80001518	0576ae23	sw	x23,92(x13)	 x13:0xffffff84 x23:0x00000000 PA:0xffffffe0 store:0x00000000 load:0x00000000
        1237000	      1235	8000151c	0786a023	sw	x24,96(x13)	 x13:0xffffff84 x24:0x00000000 PA:0xffffffe4 store:0x00000000 load:0x00000000
        1239000	      1237	80001520	0796a223	sw	x25,100(x13)	 x13:0xffffff84 x25:0x00000000 PA:0xffffffe8 store:0x00000000 load:0x00000000
        1241000	      1239	80001524	07a6a423	sw	x26,104(x13)	 x13:0xffffff84 x26:0x00000000 PA:0xffffffec store:0x00000000 load:0x00000000
        1243000	      1241	80001528	07b6a623	sw	x27,108(x13)	 x13:0xffffff84 x27:0x00000000 PA:0xfffffff0 store:0x00000000 load:0x00000000
        1245000	      1243	8000152c	07c6a823	sw	x28,112(x13)	 x13:0xffffff84 x28:0x00000000 PA:0xfffffff4 store:0x00000000 load:0x00000000
        1247000	      1245	80001530	07d6aa23	sw	x29,116(x13)	 x13:0xffffff84 x29:0x00000000 PA:0xfffffff8 store:0x00000000 load:0x00000000
        1249000	      1247	80001534	07e6ac23	sw	x30,120(x13)	 x13:0xffffff84 x30:0x00000000 PA:0xfffffffc store:0x00000000 load:0x00000000
        1251000	      1249	80001538	07f6ae23	sw	x31,124(x13)	 x13:0xffffff84 x31:0x40001104 PA:0x00000000 store:0x40001104 load:0x00000000
        1255000	      1253	80000000	4c40106f	jal	x0,800014c4	  x0=0x00000000
        1256000	      1254	800014c4	340696f3	csrrw	x13,mscratch,x13	 x13:0xffffff84 x13=0xffffff84
        1257000	      1255	800014c8	000e86b3	add	x13,x29,x0	 x29:0x00000000  x0:0x00000000 x13=0x00000000
        1258000	      1256	800014cc	f8468693	addi	x13,x13,-124	 x13:0x00000000 x13=0xffffff84
        1260000	      1258	800014d0	0016a223	sw	x1,4(x13)	 x13:0xffffff84  x1:0x00000000 PA:0xffffff88 store:0x00000000 load:0x00000000
        1262000	      1260	800014d4	0026a423	sw	x2,8(x13)	 x13:0xffffff84  x2:0x00000000 PA:0xffffff8c store:0x00000000 load:0x00000000
        1264000	      1262	800014d8	0036a623	sw	x3,12(x13)	 x13:0xffffff84  x3:0x00000000 PA:0xffffff90 store:0x00000000 load:0x00000000
        1266000	      1264	800014dc	0046a823	sw	x4,16(x13)	 x13:0xffffff84  x4:0x00000000 PA:0xffffff94 store:0x00000000 load:0x00000000
        1268000	      1266	800014e0	0056aa23	sw	x5,20(x13)	 x13:0xffffff84  x5:0x00000000 PA:0xffffff98 store:0x00000000 load:0x00000000
        1270000	      1268	800014e4	0066ac23	sw	x6,24(x13)	 x13:0xffffff84  x6:0x00000000 PA:0xffffff9c store:0x00000000 load:0x00000000
        1272000	      1270	800014e8	0076ae23	sw	x7,28(x13)	 x13:0xffffff84  x7:0x00000000 PA:0xffffffa0 store:0x00000000 load:0x00000000
        1274000	      1272	800014ec	d280	c.sw	x8,32(x13)	 x13:0xffffff84  x8:0x00000000 PA:0xffffffa4 store:0x00000000 load:0x00000000
        1276000	      1274	800014ee	d2c4	c.sw	x9,36(x13)	 x13:0xffffff84  x9:0x00000000 PA:0xffffffa8 store:0x00000000 load:0x00000000
        1278000	      1276	800014f0	d688	c.sw	x10,40(x13)	 x13:0xffffff84 x10:0x00000000 PA:0xffffffac store:0x00000000 load:0x00000000
        1280000	      1278	800014f2	d6cc	c.sw	x11,44(x13)	 x13:0xffffff84 x11:0x00000000 PA:0xffffffb0 store:0x00000000 load:0x00000000
        1282000	      1280	800014f4	da90	c.sw	x12,48(x13)	 x13:0xffffff84 x12:0x00000000 PA:0xffffffb4 store:0x00000000 load:0x00000000
        1284000	      1282	800014f6	dad4	c.sw	x13,52(x13)	 x13:0xffffff84 x13:0xffffff84 PA:0xffffffb8 store:0xffffff84 load:0x00000000
        1286000	      1284	800014f8	de98	c.sw	x14,56(x13)	 x13:0xffffff84 x14:0x00000000 PA:0xffffffbc store:0x00000000 load:0x00000000
        1288000	      1286	800014fa	dedc	c.sw	x15,60(x13)	 x13:0xffffff84 x15:0x00000000 PA:0xffffffc0 store:0x00000000 load:0x00000000
        1290000	      1288	800014fc	0506a023	sw	x16,64(x13)	 x13:0xffffff84 x16:0x00000000 PA:0xffffffc4 store:0x00000000 load:0x00000000
        1292000	      1290	80001500	0516a223	sw	x17,68(x13)	 x13:0xffffff84 x17:0x00000000 PA:0xffffffc8 store:0x00000000 load:0x00000000
        1294000	      1292	80001504	0526a423	sw	x18,72(x13)	 x13:0xffffff84 x18:0x00000000 PA:0xffffffcc store:0x00000000 load:0x00000000
        1296000	      1294	80001508	0536a623	sw	x19,76(x13)	 x13:0xffffff84 x19:0x00000000 PA:0xffffffd0 store:0x00000000 load:0x00000000
        1298000	      1296	8000150c	0546a823	sw	x20,80(x13)	 x13:0xffffff84 x20:0x00000000 PA:0xffffffd4 store:0x00000000 load:0x00000000
        1300000	      1298	80001510	0556aa23	sw	x21,84(x13)	 x13:0xffffff84 x21:0x00000000 PA:0xffffffd8 store:0x00000000 load:0x00000000
        1302000	      1300	80001514	0566ac23	sw	x22,88(x13)	 x13:0xffffff84 x22:0x00000000 PA:0xffffffdc store:0x00000000 load:0x00000000
        1304000	      1302	80001518	0576ae23	sw	x23,92(x13)	 x13:0xffffff84 x23:0x00000000 PA:0xffffffe0 store:0x00000000 load:0x00000000
        1306000	      1304	8000151c	0786a023	sw	x24,96(x13)	 x13:0xffffff84 x24:0x00000000 PA:0xffffffe4 store:0x00000000 load:0x00000000
        1308000	      1306	80001520	0796a223	sw	x25,100(x13)	 x13:0xffffff84 x25:0x00000000 PA:0xffffffe8 store:0x00000000 load:0x00000000
        1310000	      1308	80001524	07a6a423	sw	x26,104(x13)	 x13:0xffffff84 x26:0x00000000 PA:0xffffffec store:0x00000000 load:0x00000000
